name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Atlantis: The Lost Empire,2001,"84,056,472","101,997,253","186,053,725"
Hugo,2011,"73,864,507","111,905,653","185,770,160"
The Spy Who Loved Me,1977,"46,800,000","138,600,000","185,400,000"
The Birdcage,1996,"124,060,553","61,200,000","185,260,553"
Watchmen,2009,"107,509,799","77,749,184","185,258,983"
Storks,2016,"72,679,278","112,411,216","185,090,494"
Hop,2011,"108,085,305","76,839,028","184,924,333"
Inside Man,2006,"88,513,495","95,862,759","184,376,254"
Jupiter Ascending,2015,"47,487,115","136,500,000","183,987,115"
Bad Moms,2016,"113,257,297","70,678,777","183,936,074"
Black Widow,2021,"183,651,655",0,"183,651,655"
102 Dalmatians,2000,"66,957,026","116,654,745","183,611,771"
Knowing,2009,"79,957,634","103,635,952","183,593,586"
Stand by Me Doraemon,2014,0,"183,442,714","183,442,714"
Paul Blart: Mall Cop,2009,"146,336,178","36,956,953","183,293,131"
Wayne's World,1992,"121,697,350","61,400,000","183,097,350"
Maverick,1994,"101,631,272","81,400,000","183,031,272"
Mirror Mirror,2012/I,"64,935,167","118,083,355","183,018,522"
The Man in the Iron Mask,1998/I,"56,968,902","126,000,000","182,968,902"
Xi you ji: Da nao tian gong,2014,"709,617","181,900,000","182,609,617"
Du cheng feng yun III,2016,0,"182,579,909","182,579,909"
Tenki no ko,2019,"7,797,441","174,706,356","182,503,797"
Cape Fear,1991,"79,100,000","103,200,000","182,300,000"
The Haunted Mansion,2003,"75,847,266","106,443,000","182,290,266"
While You Were Sleeping,1995,"81,057,016","101,000,000","182,057,016"
The Bridges of Madison County,1995,"71,516,617","110,500,000","182,016,617"
Poseidon,2006,"60,674,817","121,000,000","181,674,817"
The First Wives Club,1996,"105,489,203","76,000,000","181,489,203"
Scooby-Doo 2: Monsters Unleashed,2004,"84,216,833","97,250,000","181,466,833"
Hot Shots!,1991,"69,467,617","111,628,547","181,096,164"
Road to Perdition,2002,"104,454,762","76,546,716","181,001,478"
Kill Bill: Vol. 1,2003,"70,099,045","110,850,000","180,949,045"
Sweet Home Alabama,2002,"127,223,418","53,399,006","180,622,424"
Deja Vu,2006,"64,038,616","116,518,934","180,557,550"
Crazy Rich Asians,2018,"174,532,921","6,000,000","180,532,921"
Lo imposible,2012,"19,019,882","161,254,241","180,274,123"
Aliens,1986,"85,200,000","94,800,000","180,000,000"
The League of Extraordinary Gentlemen,2003,"66,465,204","113,400,000","179,865,204"
Dangerous Minds,1995,"84,919,401","94,600,000","179,519,401"
Allegiant,2016,"66,184,051","113,244,675","179,428,726"
The Dictator,2012,"59,650,222","119,729,311","179,379,533"
Moulin Rouge!,2001,"57,386,607","121,826,827","179,213,434"
City Slickers,1991,"124,033,791","55,000,000","179,033,791"
He's Just Not That Into You,2009,"93,953,653","84,893,246","178,846,899"
Daredevil,2003,"102,543,520","76,234,291","178,777,811"
Eagle Eye,2008,"101,432,258","76,954,732","178,386,990"
Scary Movie 4,2006,"90,710,620","87,552,000","178,262,620"
Dante's Peak,1997,"67,155,742","111,000,000","178,155,742"
Flushed Away,2006,"64,665,672","113,454,338","178,120,010"
Brokeback Mountain,2005,"83,043,761","95,018,998","178,062,759"
Patriot Games,1992,"83,287,363","94,700,000","177,987,363"
Flubber,1997,"92,977,226","85,000,000","177,977,226"
Double Jeopardy,1999,"116,741,558","61,100,000","177,841,558"
War Horse,2011,"79,884,879","97,700,000","177,584,879"
Paranormal Activity 2,2010,"84,752,907","92,759,125","177,512,032"
The 40 Year Old Virgin,2005,"109,449,237","67,929,408","177,378,645"
How to Lose a Guy in 10 Days,2003,"105,813,373","71,558,068","177,371,441"
The Haunting,1999,"91,411,151","85,900,000","177,311,151"
The Descendants,2011,"82,624,961","94,659,025","177,283,986"
The A-Team,2010,"77,222,099","100,016,697","177,238,796"
Get Out,2017,"174,080,360","2,909,548","176,989,908"
Baywatch,2017,"58,060,186","118,868,466","176,928,652"
Analyze This,1999,"106,885,658","70,000,000","176,885,658"
The Butler,2013/I,"116,632,095","59,966,813","176,598,908"
The Hitman's Bodyguard,2017,"75,468,583","101,118,118","176,586,701"
Looper,2012,"66,486,205","110,020,614","176,506,819"
Daddy's Home 2,2017,"104,029,443","72,300,000","176,329,443"
Dr. Dolittle 2,2001,"112,952,899","63,151,445","176,104,344"
The Italian Job,2003,"106,128,601","69,941,570","176,070,171"
Charlie Wilson's War,2007,"66,661,095","109,155,885","175,816,980"
The Bucket List,2007,"93,466,502","81,906,000","175,372,502"
Us,2019,"175,006,930",0,"175,006,930"
Sleeping with the Enemy,1991,"101,599,005","73,400,000","174,999,005"
The Grand Budapest Hotel,2014,"59,100,318","115,500,000","174,600,318"
George of the Jungle,1997,"105,263,257","69,200,000","174,463,257"
Qu'est-ce qu'on a fait au Bon Dieu?,2014,0,"174,100,000","174,100,000"
Identity Thief,2013,"134,506,920","39,458,090","173,965,010"
In Time,2011,"37,553,932","136,410,501","173,964,433"
Big Momma's House,2000,"117,559,438","56,400,000","173,959,438"
Le fabuleux destin d'Amélie Poulain,2001,"33,225,499","140,696,455","173,921,954"
Creed,2015,"109,767,581","63,800,000","173,567,581"
Evan Almighty,2007,"100,462,298","72,956,483","173,418,781"
The Girl on the Train,2016,"75,395,035","97,790,824","173,185,859"
Mei Gong he xing dong,2016,"800,012","172,328,775","173,128,787"
Scream,1996,"103,046,663","70,000,000","173,046,663"
Cold Mountain,2003,"95,636,509","77,377,000","173,013,509"
F9: The Fast Saga,2021,"173,005,945",0,"173,005,945"
Black Hawk Down,2001,"108,638,745","64,350,906","172,989,651"
Anchorman 2: The Legend Continues,2013,"127,359,575","45,600,000","172,959,575"
The Santa Clause 2,2002,"139,236,327","33,618,738","172,855,065"
AVP: Alien vs. Predator,2004,"80,282,231","92,262,423","172,544,654"
Couples Retreat,2009,"109,205,660","63,244,763","172,450,423"
Scream 2,1997,"101,363,301","71,000,000","172,363,301"
Along Came Polly,2004,"88,097,164","83,866,222","171,963,386"
Mary Poppins Returns,2018,"171,958,438",0,"171,958,438"
Antz,1998,"90,757,863","81,000,000","171,757,863"
No Country for Old Men,2007,"74,283,625","97,343,541","171,627,166"
Cocktail,1988,"78,222,753","93,282,028","171,504,781"
Blood Diamond,2006,"57,366,262","114,094,690","171,460,952"
Sap ji sang ciu,2012,0,"171,339,013","171,339,013"
Mr. Deeds,2002,"126,293,452","44,976,083","171,269,535"
Contact,1997,"100,920,329","70,266,494","171,186,823"
Jack Reacher: Never Go Back,2016,"58,697,076","112,370,916","171,067,992"
Cloverfield,2008,"80,048,433","91,000,000","171,048,433"
Jackass 3D,2010,"117,224,271","53,775,729","171,000,000"
The Accountant,2016,"86,260,045","84,570,224","170,830,269"
The Other Guys,2010,"119,219,978","51,212,949","170,432,927"
The Specialist,1994,"57,362,581","113,000,000","170,362,581"
Starsky & Hutch,2004,"88,237,754","82,030,996","170,268,750"
Shall We Dance,2004,"57,890,460","112,238,000","170,128,460"
Stuart Little 2,2002,"64,956,806","105,000,000","169,956,806"
Superbad,2007,"121,463,226","48,408,493","169,871,719"
Zookeeper,2011,"80,360,866","89,491,916","169,852,782"
Dumb and Dumber To,2014,"86,208,010","83,643,360","169,851,370"
The Emperor's New Groove,2000,"89,630,573","80,025,000","169,655,573"
The Saint,1997,"61,363,304","108,060,970","169,424,274"
Meet the Robinsons,2007,"97,822,171","71,510,863","169,333,034"
Twelve Monkeys,1995,"57,141,459","111,698,000","168,839,459"
Seven Pounds,2008,"69,951,824","98,216,377","168,168,201"
Fantastic Four,2015,"56,117,548","111,860,048","167,977,596"
The Sting,1973,"159,600,000","8,299,101","167,899,101"
Unstoppable,2010,"81,562,942","86,242,524","167,805,466"
Dodgeball: A True Underdog Story,2004,"114,326,736","53,395,574","167,722,310"
The Suicide Squad,2021,"55,781,210","111,585,520","167,366,730"
Alexander,2004,"34,297,191","133,001,001","167,298,192"
Magic Mike,2012,"113,721,571","53,500,000","167,221,571"
Up in the Air,2009/I,"83,823,381","83,019,358","166,842,739"
Nutty Professor II: The Klumps,2000,"123,309,890","43,030,000","166,339,890"
Days of Thunder,1990,"82,670,733","83,200,000","165,870,733"
Sleepers,1996,"53,300,852","112,300,000","165,600,852"
Step Up Revolution,2012,"35,074,677","130,477,613","165,552,290"
Bridge of Spies,2015,"72,313,754","93,164,594","165,478,348"
The Princess Diaries,2001,"108,248,956","57,086,197","165,335,153"
The Scorpion King,2002,"91,047,077","74,286,103","165,333,180"
The Muppets,2011,"88,631,237","76,553,000","165,184,237"
Saw III,2006,"80,238,724","84,635,551","164,874,275"
Eternals,2021,"164,870,264",0,"164,870,264"
Six Days Seven Nights,1998,"74,329,966","90,500,000","164,829,966"
Bringing Down the House,2003,"132,716,677","32,013,002","164,729,679"
Deep Blue Sea,1999,"73,648,228","91,000,000","164,648,228"
The Huntsman: Winter's War,2016,"47,952,020","116,650,143","164,602,163"
Johnny English Reborn,2011,"8,305,970","156,233,690","164,539,660"
Speed 2: Cruise Control,1997,"48,608,066","115,900,000","164,508,066"
Daddy Day Care,2003,"104,297,061","60,136,806","164,433,867"
Limitless,2011/I,"79,249,455","85,000,000","164,249,455"
Terms of Endearment,1983,"108,423,489","55,800,000","164,223,489"
Du cheng feng yun II,2015,0,"163,877,532","163,877,532"
Miami Vice,2006,"63,450,470","100,327,090","163,777,560"
Four Christmases,2008,"120,146,040","43,587,657","163,733,697"
Burn After Reading,2008,"60,355,347","103,364,722","163,720,069"
Gekijô-ban poketto monsutâ - Myûtsû no gyakushû,1998,"85,744,662","77,900,000","163,644,662"
The Happening,2008,"64,506,874","98,896,925","163,403,799"
World Trade Center,2006,"70,278,893","92,691,347","162,970,240"
Talladega Nights: The Ballad of Ricky Bobby,2006,"148,213,377","14,752,800","162,966,177"
The Island,2005,"35,818,913","127,130,251","162,949,164"
The Interpreter,2005,"72,708,161","90,236,762","162,944,923"
The Spiderwick Chronicles,2008,"71,195,053","91,644,614","162,839,667"
Sing 2,2021,"162,790,990",0,"162,790,990"
Dick Tracy,1990,"103,738,726","59,000,000","162,738,726"
The Magnificent Seven,2016,"93,381,044","69,066,144","162,447,188"
Memoirs of a Geisha,2005,"57,490,508","104,752,454","162,242,962"
Eyes Wide Shut,1999,"55,691,208","106,400,000","162,091,208"
Insidious: Chapter 2,2013,"83,586,447","78,332,871","161,919,318"
Scream 3,2000,"89,138,076","72,691,101","161,829,177"
Flight,2012/I,"93,772,375","68,000,000","161,772,375"
Payback,1999/I,"81,526,121","80,100,000","161,626,121"
Into the Storm,2014,"47,602,194","113,900,000","161,502,194"
Bullet Train,2022,"101,660,045","59,952,402","161,612,447"
Unbroken,2014/I,"115,637,895","45,821,402","161,459,297"
The Ring Two,2005,"76,231,249","85,220,289","161,451,538"
Alien: Resurrection,1997,"47,795,658","113,580,410","161,376,068"
Olympus Has Fallen,2013,"98,925,640","62,100,000","161,025,640"
Born on the Fourth of July,1989,"70,001,698","91,000,000","161,001,698"
No Time to Die,2021,"160,891,007",0,"160,891,007"
Freaky Friday,2003,"110,230,332","50,616,000","160,846,332"
Legends of the Fall,1994,"66,638,883","94,000,000","160,638,883"
Johnny English,2003,"28,082,366","132,500,652","160,583,018"
Hellboy II: The Golden Army,2008,"75,754,670","84,633,393","160,388,063"
John Wick: Chapter 2,2017,"92,029,184","68,299,252","160,328,436"
27 Dresses,2008,"76,808,654","83,450,665","160,259,319"
A Quiet Place Part II,2020,"160,215,261",0,"160,215,261"
The War of the Roses,1989,"86,888,546","73,300,000","160,188,546"
Underworld Awakening,2012,"62,321,039","97,791,632","160,112,671"
Never Say Never Again,1983,"55,500,000","104,600,000","160,100,000"
Cobra,1986,"49,042,224","110,957,776","160,000,000"
Alien³,1992,"55,473,600","104,300,000","159,773,600"
Stepmom,1998,"91,137,662","68,573,131","159,710,793"
Mononoke-hime,1997,"2,375,308","157,000,000","159,375,308"
Halloween,2018,"159,366,015",0,"159,366,015"
The Jackal,1997,"54,930,280","104,400,000","159,330,280"
Norbit,2007,"95,673,607","63,639,954","159,313,561"
Step Up 3D,2010,"42,400,223","116,891,586","159,291,809"
The Monuments Men,2014,"78,031,620","81,200,000","159,231,620"
1917,2019,"159,227,644",0,"159,227,644"
Daylight,1996,"33,023,469","126,189,000","159,212,469"
Unforgiven,1992,"101,157,447","58,000,000","159,157,447"
Focus,2015/II,"53,862,963","105,200,000","159,062,963"
Demolition Man,1993,"58,055,768","101,000,000","159,055,768"
The Pink Panther,2006,"82,226,474","76,624,883","158,851,357"
Sin City,2005,"74,103,820","84,650,000","158,753,820"
The Fast and the Furious: Tokyo Drift,2006,"62,514,415","95,953,877","158,468,292"
The Secret Life of Pets 2,2019,"158,257,265",0,"158,257,265"
21,2008,"81,159,365","76,767,975","157,927,340"
Final Destination 5,2011,"42,587,643","115,300,000","157,887,643"
Crimson Tide,1995,"91,400,000","66,000,000","157,400,000"
The Book of Eli,2010,"94,835,059","62,272,696","157,107,755"
Yip Man 3,2015,"2,679,437","154,165,316","156,844,753"
P.S. I Love You,2007,"53,695,808","103,139,531","156,835,339"
Mystic River,2003,"90,135,191","66,686,829","156,822,020"
Lara Croft Tomb Raider: The Cradle of Life,2003,"65,660,196","90,845,192","156,505,388"
This Means War,2012,"54,760,791","101,730,488","156,491,279"
Under Siege,1992,"83,363,139","73,000,000","156,363,139"
Goosebumps,2015,"80,080,379","76,166,089","156,246,468"
Ferdinand,2017,"84,298,014","71,900,000","156,198,014"
Licence to Kill,1989,"34,667,015","121,500,000","156,167,015"
The Hateful Eight,2015,"54,117,416","101,642,701","155,760,117"
Rocky Balboa,2006,"70,270,943","85,450,189","155,721,132"
Hannah Montana: The Movie,2009,"79,566,871","75,958,847","155,525,718"
Odoru daisosasen the movie 2: Rainbow Bridge wo fuusa seyo!,2003,0,"155,138,312","155,138,312"
Blade II,2002,"82,348,319","72,661,713","155,010,032"
Dreamgirls,2006,"103,365,956","51,571,724","154,937,680"
Maid in Manhattan,2002,"94,011,225","60,895,468","154,906,693"
Cool Runnings,1993,"68,856,263","86,000,000","154,856,263"
Lone Survivor,2013,"125,095,601","29,707,311","154,802,912"
Monster-in-Law,2005,"82,931,301","71,818,617","154,749,918"
The Phantom of the Opera,2004,"51,268,815","103,380,072","154,648,887"
The Town,2010,"92,186,262","61,839,874","154,026,136"
Ride Along,2014,"134,938,200","19,059,619","153,997,819"
Planes: Fire & Rescue,2014,"59,165,787","94,600,000","153,765,787"
Free Willy,1993,"77,698,625","76,000,000","153,698,625"
Another 48 Hrs.,1990,"80,820,000","72,700,000","153,520,000"
Don't Breathe,2016,"89,210,468","64,212,430","153,422,898"
Gremlins,1984,"153,083,102",0,"153,083,102"
Xi you ji zhi da sheng gui lai,2015,0,"153,020,000","153,020,000"
The Devil's Advocate,1997,"60,984,028","92,000,000","152,984,028"
Tower Heist,2011,"78,046,570","74,884,053","152,930,623"
Chocolat,2000,"71,509,363","81,190,583","152,699,946"
A View to a Kill,1985,"50,327,960","102,300,000","152,627,960"
Sweeney Todd: The Demon Barber of Fleet Street,2007,"52,898,073","99,625,091","152,523,164"
Backdraft,1991,"77,868,585","74,500,000","152,368,585"
A Time to Kill,1996,"108,766,007","43,500,000","152,266,007"
Date Night,2010,"98,711,404","53,552,476","152,263,880"
Kill Bill: Vol. 2,2004,"66,208,183","85,951,278","152,159,461"
Phenomenon,1996,"104,636,382","47,400,000","152,036,382"
Congo,1995,"81,022,333","71,000,000","152,022,333"
Bad Grandpa,2013,"102,003,019","49,828,518","151,831,537"
47 Ronin,2013,"38,362,475","113,421,364","151,783,839"
Big,1988,"114,968,774","36,700,000","151,668,774"
Cheng feng po lang,2017,"469,706","151,100,294","151,570,000"
The Bone Collector,1999,"66,518,655","84,975,000","151,493,655"
Vantage Point,2008,"72,266,306","78,895,185","151,161,491"
Midnight in Paris,2011,"56,816,662","94,302,174","151,118,836"
Step Up 2: The Streets,2008,"58,017,783","92,798,917","150,816,700"
Coraline,2009,"75,286,229","75,286,229","150,572,458"
Jack and Jill,2011/I,"74,158,157","76,361,060","150,519,217"
Happy Feet Two,2011,"64,006,466","86,400,000","150,406,466"
Broken Arrow,1996,"70,770,147","79,500,000","150,270,147"
Zhì qu weihu shan,2014,"228,984","150,000,000","150,228,984"
The Taking of Pelham 123,2009,"65,452,312","84,713,814","150,166,126"
Star Trek: First Contact,1996,"92,001,027","57,998,973","150,000,000"
The Lawnmower Man,1992,"32,101,000","117,899,000","150,000,000"
Time Raiders,2016,0,"150,000,000","150,000,000"
I Am Number Four,2011,"55,100,437","94,778,000","149,878,437"
The General's Daughter,1999,"102,705,852","47,000,000","149,705,852"
Friends with Benefits,2011,"55,802,754","93,739,491","149,542,245"
Beverly Hills Chihuahua,2008,"94,514,402","54,767,204","149,281,606"
"Me, Myself & Irene",2000,"90,570,999","58,700,000","149,270,999"
No Strings Attached,2011/I,"70,662,220","78,565,857","149,228,077"
Ghost Rider: Spirit of Vengeance,2011,"51,774,002","97,443,353","149,217,355"
Surf's Up,2007,"58,867,694","90,176,819","149,044,513"
Death Becomes Her,1992,"58,422,650","90,600,000","149,022,650"
Seabiscuit,2003,"120,277,854","28,058,591","148,336,445"
RED 2,2013,"53,262,560","94,813,005","148,075,565"
Spy Kids,2001,"112,719,001","35,215,179","147,934,180"
The Game Plan,2007,"90,648,202","57,232,341","147,880,543"
Uncharted,2022,"147,877,533",0,"147,877,533"
The Mexican,2001,"66,808,615","81,000,000","147,808,615"
Saw II,2005,"87,039,965","60,708,540","147,748,505"
Resident Evil: Extinction,2007,"50,648,679","97,069,154","147,717,833"
Romeo + Juliet,1996,"46,351,345","101,203,653","147,554,998"
Arthur Christmas,2011,"46,462,469","100,957,003","147,419,472"
Source Code,2011,"54,712,227","92,620,470","147,332,697"
Beethoven,1992,"57,114,049","90,100,000","147,214,049"
Swordfish,2001,"69,772,969","77,307,444","147,080,413"
Ben-Hur,1959,"74,700,000","72,200,000","146,900,000"
Go Away Mr. Tumor,2015,"286,639","146,200,000","146,486,639"
Mama,2013/I,"71,628,180","74,800,000","146,428,180"
The Color Purple,1985,"98,467,863","47,824,146","146,292,009"
Sonic the Hedgehog,2020,"146,066,470",0,"146,066,470"
Music and Lyrics,2007,"50,572,589","95,323,833","145,896,422"
Driving Miss Daisy,1989,"106,600,000","39,200,000","145,800,000"
Blades of Glory,2007,"118,594,548","27,114,094","145,708,642"
Kari-gurashi no Arietti,2010,"19,202,743","126,368,084","145,570,827"
"Crazy, Stupid, Love.",2011,"84,351,197","60,700,000","145,051,197"
Animal House,1978,"141,600,000","3,371,006","144,971,006"
Charlotte's Web,2006,"82,985,708","61,891,924","144,877,632"
The Exorcism of Emily Rose,2005,"75,072,454","69,144,014","144,216,468"
Herbie Fully Loaded,2005,"66,023,816","78,123,000","144,146,816"
The Beach,2000/I,"39,785,027","104,271,846","144,056,873"
Spy Game,2001,"62,362,785","80,687,000","143,049,785"
Meet Joe Black,1998,"44,619,100","98,321,000","142,940,100"
Paranormal Activity 4,2012,"53,921,300","88,917,657","142,838,957"
The Legend of Zorro,2005,"46,464,023","95,936,042","142,400,065"
Yesterday,2019,"73,286,650","69,000,000","142,286,650"
Gods of Egypt,2016,"31,153,464","111,079,240","142,232,704"
New Year's Eve,2011,"54,544,638","87,500,000","142,044,638"
Legally Blonde,2001,"96,520,674","45,254,005","141,774,679"
Garfield: A Tail of Two Kitties,2006,"28,426,747","113,275,517","141,702,264"
Gothika,2003,"59,694,580","81,896,744","141,591,324"
Bad Boys,1995,"65,807,024","75,600,000","141,407,024"
Mona Lisa Smile,2003,"63,860,942","77,477,047","141,337,989"
Scary Movie 2,2001,"71,308,997","69,911,681","141,220,678"
Thunderball,1965,"63,600,000","77,600,000","141,200,000"
Shallow Hal,2001,"70,836,296","70,233,564","141,069,860"
Evita,1996,"50,047,179","91,000,000","141,047,179"
The Rugrats Movie,1998,"100,494,675","40,400,000","140,894,675"
The Rocky Horror Picture Show,1975,"139,876,417","965,020","140,841,437"
The Devil's Own,1997,"42,877,165","97,939,199","140,816,364"
Trainwreck,2015,"110,212,700","30,583,093","140,795,793"
The Foreigner,2017,"34,393,507","106,400,000","140,793,507"
King Arthur: Legend of the Sword,2017,"39,175,066","101,600,000","140,775,066"
Die Hard,1988,"83,008,852","57,759,104","140,767,956"
The Last Witch Hunter,2015,"27,367,660","113,028,990","140,396,650"
Shazam!,2019,"140,371,656",0,"140,371,656"
Monster House,2006,"73,661,010","66,513,996","140,175,006"
The SpongeBob SquarePants Movie,2004,"85,417,988","54,743,804","140,161,792"
Sommersby,1993,"50,081,992","90,000,000","140,081,992"
Legend of the Guardians: The Owls of Ga'Hoole,2010,"55,675,313","84,398,077","140,073,390"
American Graffiti,1973,"115,000,000","25,000,000","140,000,000"
Anastasia,1997,"58,406,347","81,398,001","139,804,348"
The Wolfman,2010,"61,979,680","77,810,085","139,789,765"
The Towering Inferno,1974,"116,000,000","23,700,000","139,700,000"
Ocean's 8,2018,"139,377,762",0,"139,377,762"
Saw IV,2007,"63,300,095","76,052,538","139,352,633"
Lao pao er,2015,"1,415,450","137,775,895","139,191,345"
Ford v Ferrari,2019,"117,624,357","21,388,673","139,013,030"
Star Trek: The Motion Picture,1979,"82,258,456","56,741,544","139,000,000"
Brüno,2009,"60,054,530","78,751,301","138,805,831"
Bird on a Wire,1990,"70,980,000","67,719,000","138,699,000"
Platoon,1986,"138,530,565",0,"138,530,565"
Nine Months,1995,"69,700,000","68,810,230","138,510,230"
Myeong-ryang,2014,"2,589,811","135,752,447","138,342,258"
Big Momma's House 2,2006,"70,165,972","68,093,090","138,259,062"
Let's Be Cops,2014,"82,390,774","55,834,177","138,224,951"
America's Sweethearts,2001,"93,607,673","44,583,755","138,191,428"
Detroit,2017,"16,790,139","121,213,978","138,004,117"
Far and Away,1992,"58,883,840","78,900,000","137,783,840"
Bridge to Terabithia,2007,"82,272,442","55,314,621","137,587,063"
Ghost in the Shell,2017,"40,563,557","96,942,362","137,505,919"
Escape Plan,2013,"25,135,965","112,192,336","137,328,301"
Last Action Hero,1993,"50,016,394","87,202,095","137,218,489"
Conspiracy Theory,1997,"76,118,990","61,000,000","137,118,990"
Anaconda,1997,"65,885,767","71,000,000","136,885,767"
The Best Exotic Marigold Hotel,2011,"46,412,041","90,424,115","136,836,156"
Remember the Titans,2000,"115,719,751","21,051,932","136,771,683"
The Godfather: Part III,1990,"66,666,062","70,100,000","136,766,062"
Jue di tao wang,2016,0,"136,579,287","136,579,287"
Kaze tachinu,2013,"5,209,580","131,244,640","136,454,220"
Love Story,1970,"106,400,000","30,000,000","136,400,000"
The Bounty Hunter,2010/I,"67,061,228","69,272,294","136,333,522"
Girls Trip,2017,"115,108,515","21,199,325","136,307,840"
17 Again,2009,"64,167,069","72,100,407","136,267,476"
Lost in Space,1998,"69,117,629","67,041,794","136,159,423"
Saw 3D,2010,"45,710,178","90,440,256","136,150,434"
Unknown,2011/I,"63,686,397","72,436,686","136,123,083"
The Jungle Book 2,2003,"47,887,943","87,793,604","135,681,547"
Stardust,2007,"38,634,938","96,925,088","135,560,026"
Jack Ryan: Shadow Recruit,2014,"50,577,412","84,933,618","135,511,030"
Contagion,2011,"75,658,097","59,800,000","135,458,097"
Babel,2006/I,"34,302,837","101,027,345","135,330,182"
Sense and Sensibility,1995,"43,182,776","92,100,000","135,282,776"
A Perfect World,1993,"31,160,784","104,000,000","135,160,784"
Perfume: The Story of a Murderer,2006,"2,223,293","132,816,650","135,039,943"
Scent of a Woman,1992,"63,895,607","71,000,000","134,895,607"
Wall Street: Money Never Sleeps,2010,"52,474,616","82,273,405","134,748,021"
The Princess Diaries 2: Royal Engagement,2004,"95,170,481","39,564,000","134,734,481"
Annie,2014,"85,911,262","48,700,000","134,611,262"
Inspector Gadget,1999,"97,403,112","37,000,000","134,403,112"
Last Vegas,2013,"63,914,167","70,488,283","134,402,450"
Christopher Robin,2018,"99,215,042","35,100,000","134,315,042"
Superman II,1980,"108,185,706","26,029,578","134,215,284"
Black Rain,1989,"46,212,055","88,000,000","134,212,055"
Wonder Woman 1984,2020,"41,887,000","92,200,000","134,087,000"
The Cat in the Hat,2003,"101,149,285","32,811,256","133,960,541"
Gekijô-ban poketto monsutâ: Maboroshi no pokemon: Rugia bakutan,1999,"43,758,684","90,190,586","133,949,270"
Valerian and the City of a Thousand Planets,2017,"40,479,370","93,272,910","133,752,280"
Hot Shots! Part Deux,1993,"38,911,970","94,829,853","133,741,823"
Point Break,2015,"28,782,481","104,936,230","133,718,711"
The Artist,2011/I,"44,671,682","88,761,174","133,432,856"
The Big Short,2015,"70,259,870","63,086,636","133,346,506"
Star Trek IV: The Voyage Home,1986,"109,713,132","23,286,868","133,000,000"
Astérix aux jeux olympiques,2008,"999,811","131,856,927","132,856,738"
Zero Dark Thirty,2012,"95,720,716","37,100,000","132,820,716"
V for Vendetta,2005,"70,511,035","62,000,000","132,511,035"
A League of Their Own,1992,"107,533,928","24,906,141","132,440,069"
The Three Musketeers,2011,"20,377,913","111,900,000","132,277,913"
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020,"84,158,461","48,000,000","132,158,461"
1408,2007,"71,985,628","60,012,614","131,998,242"
2 Guns,2013,"75,612,460","56,327,951","131,940,411"
Save the Last Dance,2001,"91,057,006","40,649,803","131,706,809"
Seven Years in Tibet,1997,"37,957,682","93,500,000","131,457,682"
Bewitched,2005,"62,252,415","69,173,754","131,426,169"
The School of Rock,2003,"81,261,177","50,021,772","131,282,949"
Blade,1998,"70,095,974","61,095,812","131,191,786"
Boomerang,1992,"70,100,000","61,000,000","131,100,000"
Wolf,1994,"65,012,000","66,000,000","131,012,000"
John Wick,2014,"43,037,835","87,851,066","130,888,901"
Walking with Dinosaurs 3D,2013,"36,076,121","94,504,609","130,580,730"
About a Boy,2002,"41,385,278","89,164,177","130,549,455"
Cloud Atlas,2012,"27,108,272","103,374,596","130,482,868"
Airplane!,1980,"83,453,539","47,000,000","130,453,539"
"You, Me and Dupree",2006,"75,628,110","54,803,258","130,431,368"
Munich,2005,"47,403,685","82,955,226","130,358,911"
Man on Fire,2004,"77,911,774","52,381,940","130,293,714"
Jingle All the Way,1996,"60,592,389","69,240,000","129,832,389"
An Officer and a Gentleman,1982,"129,795,552",0,"129,795,552"
PK,2014,"10,616,104","119,172,000","129,788,104"
Morbius,2022,"73,793,072","55,800,000","129,593,072"
Julie & Julia,2009,"94,125,426","35,415,073","129,540,499"
Resident Evil: Apocalypse,2004,"51,201,453","78,193,382","129,394,835"
Atonement,2007,"50,927,067","78,338,994","129,266,061"
The Fighter,2010/I,"93,617,009","35,573,860","129,190,869"
Cheaper by the Dozen 2,2005,"82,571,173","46,610,657","129,181,830"
Mean Girls,2004,"86,058,055","42,984,816","129,042,871"
Blade: Trinity,2004,"52,411,906","76,493,460","128,905,366"
Ghostbusters: Afterlife,2021,"128,885,266",0,"128,885,266"
AVPR: Aliens vs Predator - Requiem,2007,"41,797,066","87,087,428","128,884,494"
Space Cowboys,2000,"90,464,773","38,419,359","128,884,132"
The Talented Mr. Ripley,1999,"81,298,265","47,500,000","128,798,265"
Failure to Launch,2006,"88,715,192","39,691,695","128,406,887"
Pan,2015,"35,088,320","93,300,000","128,388,320"
Smokey and the Bandit,1977,"126,737,428","1,602,173","128,339,601"
Step Brothers,2008,"100,468,793","27,638,849","128,107,642"
A Perfect Murder,1998,"67,658,331","60,400,000","128,058,331"
Blended,2014,"46,294,610","81,700,000","127,994,610"
Everest,1998,"87,178,599","40,811,529","127,990,128"
The Forbidden Kingdom,2008,"52,075,270","75,904,732","127,980,002"
Forever Young,1992,"55,956,200","72,000,000","127,956,200"
The Adjustment Bureau,2011,"62,495,645","65,373,734","127,869,379"
Chi bi,2008,"627,047","127,187,562","127,814,609"
