name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Se7en,1995,"100,125,643","227,186,216","327,311,859"
The Devil Wears Prada,2006,"124,740,460","201,810,634","326,551,094"
Taken 3,2014,"89,256,424","236,515,000","325,771,424"
The Hunchback of Notre Dame,1996,"100,138,851","225,200,000","325,338,851"
A Christmas Carol,2009,"137,855,863","187,430,783","325,286,646"
Zhuo yao ji 2,2018,"706,153","323,000,000","323,706,153"
The SpongeBob Movie: Sponge Out of Water,2015,"162,994,032","160,442,506","323,436,538"
Megamind,2010,"148,415,853","173,469,912","321,885,765"
Robin Hood,2010,"105,269,730","216,400,011","321,669,741"
Inglourious Basterds,2009,"120,540,719","200,914,970","321,455,689"
101 Dalmatians,1996,"136,189,294","184,500,000","320,689,294"
The Conjuring 2,2016,"102,470,008","217,800,000","320,270,008"
Fatal Attraction,1987,"156,645,693","163,500,000","320,145,693"
The Last Airbender,2010,"131,564,731","188,167,150","319,731,881"
Lethal Weapon 3,1992,"144,731,527","175,000,000","319,731,527"
The Conjuring,2013,"137,400,141","180,600,000","318,000,141"
Fifty Shades Freed,2018,"100,407,760","217,400,000","317,807,760"
The Proposal,2009/I,"163,958,031","153,417,000","317,375,031"
Schindler's List,1993,"96,067,179","221,000,000","317,067,179"
Beverly Hills Cop,1984,"234,760,500","81,600,000","316,360,500"
Air Force One,1997,"172,956,409","142,200,000","315,156,409"
Chicken Little,2005,"135,386,665","179,046,172","314,432,837"
As Good as It Gets,1997,"148,478,011","165,700,000","314,178,011"
A Beautiful Mind,2001,"170,742,341","142,800,000","313,542,341"
The Expendables 2,2012,"85,017,401","227,556,022","312,573,423"
Maze Runner: The Scorch Trials,2015,"81,687,587","230,598,864","312,286,451"
Resident Evil: The Final Chapter,2016,"26,844,692","285,412,558","312,257,250"
Austin Powers: The Spy Who Shagged Me,1999,"206,040,086","105,976,772","312,016,858"
Jui kuen II,1994,"11,555,430","300,039,148","311,594,578"
Ocean's Thirteen,2007,"117,154,724","194,157,900","311,312,624"
The LEGO Batman Movie,2017,"175,750,384","135,100,000","310,850,384"
Little Fockers,2010,"148,438,600","162,211,985","310,650,585"
The Polar Express,2004,"186,026,187","124,140,582","310,166,769"
Bolt,2008,"114,053,579","195,926,415","309,979,994"
Ransom,1996,"136,492,681","173,000,000","309,492,681"
Runaway Bride,1999,"152,257,509","157,200,000","309,457,509"
The Blind Side,2009,"255,959,475","53,248,834","309,208,309"
The Fault in Our Stars,2014,"124,872,350","182,366,663","307,239,013"
The Pursuit of Happyness,2006,"163,566,459","143,510,836","307,077,295"
Rise of the Guardians,2012,"103,412,758","203,528,912","306,941,670"
Chicago,2002,"170,687,518","136,089,214","306,776,732"
Liar Liar,1997,"181,410,615","125,000,000","306,410,615"
A Good Day to Die Hard,2013,"67,349,198","238,700,000","306,049,198"
Wrath of the Titans,2012,"83,670,083","221,600,000","305,270,083"
Mulan,1998,"120,620,254","183,700,000","304,320,254"
Dangal,2016,"12,391,761","291,331,875","303,723,636"
Passengers,2016/I,"100,014,699","203,129,453","303,144,152"
Battleship,2012,"65,422,625","237,602,860","303,025,485"
G.I. Joe: The Rise of Cobra,2009,"152,267,519","150,201,498","302,469,017"
Annabelle: Creation,2017,"102,092,201","198,900,000","300,992,201"
Hook,1991,"119,654,823","181,200,000","300,854,823"
Rocky IV,1985,"127,873,716","172,600,000","300,473,716"
Superman,1978,"134,218,018","166,200,000","300,418,018"
Rambo: First Blood Part II,1985,"150,415,432","149,985,000","300,400,432"
Van Helsing,2004,"120,177,084","180,080,391","300,257,475"
Stuart Little,1999,"140,035,367","160,100,000","300,135,367"
Beverly Hills Cop II,1987,"153,665,036","146,300,000","299,965,036"
Alice Through the Looking Glass,2016,"77,042,381","222,413,452","299,455,833"
My Best Friend's Wedding,1997,"127,120,029","172,168,576","299,288,605"
Real Steel,2011,"85,468,508","213,800,000","299,268,508"
Baahubali 2: The Conclusion,2017,"17,394,789","280,433,364","297,828,153"
Insurgent,2015,"130,179,072","167,097,257","297,276,329"
Horton Hears a Who!,2008,"154,529,439","142,608,575","297,138,014"
Look Who's Talking,1989,"140,088,813","156,911,000","296,999,813"
The Grinch,2018,"270,799,950","26,129,539","296,929,489"
Austin Powers in Goldmember,2002,"213,307,889","83,347,542","296,655,431"
Miss Peregrine's Home for Peculiar Children,2016,"87,242,834","209,234,182","296,477,016"
X-Men,2000,"157,299,717","139,039,810","296,339,527"
Resident Evil: Afterlife,2010,"60,128,566","236,093,097","296,221,663"
Shutter Island,2010,"128,012,934","166,791,261","294,804,195"
Sex and the City 2,2010,"95,347,692","199,333,086","294,680,778"
Doctor Dolittle,1998,"144,156,605","150,300,000","294,456,605"
Salt,2010,"118,311,368","175,191,986","293,503,354"
G-Force,2009,"119,436,770","173,381,071","292,817,841"
Ghostbusters,1984,"238,632,124","53,000,000","291,632,124"
What Lies Beneath,2000,"155,464,351","135,956,000","291,420,351"
The Departed,2006,"132,384,315","157,463,039","289,847,354"
Shakespeare in Love,1998,"100,317,794","189,000,000","289,317,794"
4: Rise of the Silver Surfer,2007,"131,921,738","157,126,025","289,047,763"
Divergent,2014,"150,947,895","137,937,923","288,885,818"
Coming to America,1988,"128,152,301","160,600,000","288,752,301"
A Quiet Place,2018,"188,024,361","100,400,000","288,424,361"
Bridesmaids,2011/I,"169,106,725","119,276,798","288,383,523"
Casper,1995,"100,328,194","187,600,000","287,928,194"
Bee Movie,2007,"126,631,277","160,963,300","287,594,577"
American Pie 2,2001,"145,103,595","142,405,000","287,508,595"
Pitch Perfect 2,2015,"184,296,230","103,209,964","287,506,194"
The Green Mile,1999,"136,801,374","150,000,000","286,801,374"
The Sound of Music,1965,"163,214,286","123,000,000","286,214,286"
Oblivion,2013/I,"89,021,735","197,146,837","286,168,572"
Elysium,2013/I,"93,050,117","193,090,583","286,140,700"
Lethal Weapon 4,1998,"130,444,603","155,000,000","285,444,603"
Wedding Crashers,2005,"209,218,368","75,920,820","285,139,188"
John Carter,2012,"73,078,100","211,061,000","284,139,100"
Batman Returns,1992,"162,831,698","120,000,000","282,831,698"
Turbo,2013,"83,028,128","199,542,554","282,570,682"
Bridget Jones's Diary,2001,"71,543,427","210,400,000","281,943,427"
Shang-Chi and the Legend of the Ten Rings,2021,"224,543,292","56,200,000","280,743,292"
The Tourist,2010,"67,631,157","210,715,032","278,346,189"
Split,2016/IX,"138,141,585","140,162,993","278,304,578"
Scary Movie,2000,"157,019,771","121,000,000","278,019,771"
xXx,2002,"142,109,382","135,339,000","277,448,382"
The Bourne Legacy,2012,"113,203,870","162,940,880","276,144,750"
Mr. Peabody & Sherman,2014,"111,506,430","164,191,609","275,698,039"
Scooby-Doo,2002,"153,288,182","122,356,539","275,644,721"
Lincoln,2012,"182,207,973","93,085,477","275,293,450"
Sen to Chihiro no kamikakushi,2001,"10,055,859","264,869,236","274,925,095"
Lara Croft: Tomb Raider,2001,"131,144,183","143,535,270","274,679,453"
The Expendables,2010,"103,068,524","171,401,870","274,470,394"
Cloudy with a Chance of Meatballs 2,2013,"119,793,567","154,532,382","274,325,949"
The Nutty Professor,1996,"128,814,019","145,147,000","273,961,019"
Jerry Maguire,1996,"153,952,592","119,600,000","273,552,592"
Bad Boys II,2003,"138,608,444","134,731,112","273,339,556"
Lilo & Stitch,2002,"145,794,338","127,349,813","273,144,151"
The Silence of the Lambs,1991,"130,742,922","142,000,000","272,742,922"
Grown Ups,2010/I,"162,001,186","109,429,003","271,430,189"
Epic,2013,"107,518,682","163,000,000","270,518,682"
The Firm,1993,"158,348,367","111,900,000","270,248,367"
Rocky III,1982,"125,049,125","144,950,875","270,000,000"
We're the Millers,2013,"150,394,119","119,600,000","269,994,119"
Gran Torino,2008,"148,095,302","121,862,926","269,958,228"
The Godfather,1972,"136,381,073","133,533,589","269,914,662"
"10,000 BC",2008,"94,784,201","175,000,000","269,784,201"
Exodus: Gods and Kings,2014,"65,014,513","203,161,118","268,175,631"
Neighbors,2014/I,"150,157,400","118,000,000","268,157,400"
Bambi,1942,"102,797,150","165,200,000","267,997,150"
The Princess and the Frog,2009,"104,400,899","162,644,866","267,045,765"
Something's Gotta Give,2003,"124,728,738","142,000,000","266,728,738"
Indecent Proposal,1993,"106,614,100","160,000,000","266,614,100"
American Gangster,2007,"130,164,645","136,300,392","266,465,037"
Out of Africa,1985,"87,100,000","179,113,992","266,213,992"
Waterworld,1995,"88,246,220","175,972,000","264,218,220"
The Truman Show,1998,"125,618,201","138,500,000","264,118,201"
Charlie's Angels,2000,"125,305,545","138,800,000","264,105,545"
Saturday Night Fever,1977,"121,060,575","142,900,000","263,960,575"
Le cinquième élément,1997,"63,540,020","200,380,160","263,920,180"
The Incredible Hulk,2008,"134,518,390","128,909,161","263,427,551"
John Wick: Chapter 3 - Parabellum,2019,"171,015,687","92,000,000","263,015,687"
Jumanji,1995,"100,475,249","162,322,000","262,797,249"
Bridget Jones: The Edge of Reason,2004,"40,226,215","222,294,509","262,520,724"
Knight and Day,2010,"76,423,035","185,507,401","261,930,436"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,"128,505,958","133,066,786","261,572,744"
Total Recall,1990,"119,412,921","141,905,000","261,317,921"
This Is It,2009,"72,091,016","189,092,572","261,183,588"
Sonic the Hedgehog 2,2022,"190,867,787","70,000,000","260,867,787"
Robots,2005,"128,200,012","132,518,318","260,718,330"
The Lone Ranger,2013,"89,302,115","171,200,000","260,502,115"
Super 8,2011,"127,004,179","133,091,807","260,095,986"
Paddington,2014,"76,223,578","183,317,852","259,541,430"
The Ghouls,2015,"1,243,810","258,117,952","259,361,762"
Charlie's Angels: Full Throttle,2003,"100,830,111","158,345,677","259,175,788"
Rush Hour 3,2007,"140,125,968","117,896,265","258,022,233"
The Full Monty,1997,"45,950,122","211,988,527","257,938,649"
Babe,1995,"66,600,000","190,476,000","257,076,000"
Annabelle,2014/I,"84,273,813","172,600,000","256,873,813"
The Village,2004,"114,197,520","142,500,000","256,697,520"
Erin Brockovich,2000,"125,595,205","131,000,000","256,595,205"
Gang jiong,2015,"1,302,281","254,968,356","256,270,637"
Cliffhanger,1993,"84,049,211","171,000,000","255,049,211"
Wild Hogs,2007,"168,273,550","85,351,877","253,625,427"
Get Out,2017/I,"176,040,665","76,950,110","252,990,775"
True Grit,2010,"171,243,005","81,033,922","252,276,927"
Bean,1997,"45,319,423","205,893,247","251,212,670"
American Hustle,2013,"150,117,807","101,054,000","251,171,807"
High School Musical 3: Senior Year,2008,"90,559,416","160,502,011","251,061,427"
You've Got Mail,1998,"115,821,495","135,000,000","250,821,495"
Enemy of the State,1998,"111,549,836","139,100,000","250,649,836"
Brother Bear,2003,"85,336,277","165,061,521","250,397,798"
The Mask of Zorro,1998,"94,095,523","156,193,000","250,288,523"
Space Jam,1996,"90,463,534","159,736,466","250,200,000"
Unbreakable,2000,"95,011,339","154,500,000","249,511,339"
Eragon,2006,"75,030,163","174,400,164","249,430,327"
The Ring,2002,"129,128,133","120,220,800","249,348,933"
The Blair Witch Project,1999,"140,539,099","108,100,000","248,639,099"
Dumb and Dumber,1994,"127,175,354","120,100,000","247,275,354"
Grown Ups 2,2013,"133,668,525","113,315,753","246,984,278"
Love Actually,2003,"59,696,144","187,245,873","246,942,017"
Bienvenue chez les Ch'tis,2008,"1,477,650","245,144,417","246,622,067"
The Peanuts Movie,2015,"130,178,411","116,054,702","246,233,113"
Rango,2011,"123,477,607","122,246,996","245,724,603"
Four Weddings and a Funeral,1994,"52,700,832","193,000,000","245,700,832"
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"82,051,601","163,572,247","245,623,848"
Dark Shadows,2012,"79,727,149","165,800,000","245,527,149"
Hulk,2003,"132,177,234","113,107,712","245,284,946"
Hercules,1997,"99,046,791","146,000,000","245,046,791"
After Earth,2013,"60,522,097","184,500,000","245,022,097"
Pixels,2015,"78,747,585","166,119,411","244,866,996"
Hercules,2014/I,"72,688,614","172,131,248","244,819,862"
Back to the Future Part III,1990,"87,727,583","156,800,000","244,527,583"
Rush Hour,1998,"141,153,686","103,200,000","244,353,686"
Marley & Me,2008,"143,153,751","100,928,625","244,082,376"
A Few Good Men,1992,"141,340,178","101,900,000","243,240,178"
Cloudy with a Chance of Meatballs,2009,"124,870,275","118,135,851","243,006,126"
3 Men and a Baby,1987,"167,780,960","75,000,000","242,780,960"
RoboCop,2014,"58,607,007","184,081,958","242,688,965"
Eraser,1996,"101,295,562","141,000,000","242,295,562"
Journey to the Center of the Earth,2008,"101,704,370","140,290,781","241,995,151"
Face/Off,1997,"112,678,000","129,000,000","241,678,000"
Assassin's Creed,2016,"54,647,948","186,294,567","240,942,515"
Sully,2016,"125,070,033","115,727,590","240,797,623"
Alien: Covenant,2017,"74,262,031","166,483,733","240,745,764"
Daddy's Home,2015,"150,357,137","90,003,255","240,360,392"
Resident Evil: Retribution,2012,"42,345,531","197,813,724","240,159,255"
Die Hard 2,1990,"117,541,000","122,500,000","240,041,000"
'Crocodile' Dundee II,1988,"109,305,000","130,268,000","239,573,000"
Planes,2013,"90,288,712","148,970,000","239,258,712"
Grand Canyon: The Hidden Secrets,1984,"52,800,000","186,200,000","239,000,000"
Batman & Robin,1997,"107,325,195","130,881,927","238,207,122"
Lie huo ying xiong,2019,"290,217","237,717,009","238,007,226"
Click,2006,"137,355,633","100,325,666","237,681,299"
Dune,2021,"108,327,830","129,300,000","237,627,830"
Gulliver's Travels,2010,"42,779,261","194,603,463","237,382,724"
Gone in Sixty Seconds,2000,"101,648,571","135,553,728","237,202,299"
Spy,2015,"110,825,712","125,600,000","236,425,712"
Silver Linings Playbook,2012,"132,092,958","104,319,495","236,412,453"
Hidden Figures,2016,"169,607,287","66,349,611","235,956,898"
Artificial Intelligence: AI,2001,"78,616,689","157,310,311","235,927,000"
Dead Poets Society,1989,"95,860,116","140,000,000","235,860,116"
American Pie,1999,"102,561,004","132,922,000","235,483,004"
American Reunion,2012,"57,011,521","178,427,175","235,438,696"
Hauru no ugoku shiro,2004,"4,711,096","230,473,014","235,184,110"
Big Daddy,1999,"163,479,795","71,322,100","234,801,895"
Alvin and the Chipmunks: The Road Chip,2015,"85,895,462","148,871,171","234,766,633"
2 Fast 2 Furious,2003,"127,154,901","107,376,377","234,531,278"
The Day the Earth Stood Still,2008,"79,366,978","153,726,881","233,093,859"
8 Mile,2002,"116,724,075","116,300,000","233,024,075"
The Girl with the Dragon Tattoo,2011,"102,515,793","130,101,637","232,617,430"
It,2017,"232,406,627",0,"232,406,627"
Argo,2012,"136,025,503","96,300,000","232,325,503"
Sister Act,1992,"139,610,000","92,000,000","231,610,000"
American Wedding,2003,"104,565,114","126,884,089","231,449,203"
Juno,2007,"143,495,265","87,916,319","231,411,584"
Venom: Let There Be Carnage,2021,"213,550,366","17,436,455","230,986,821"
Constantine,2005,"75,976,178","154,908,550","230,884,728"
Get Smart,2008,"130,319,208","100,366,245","230,685,453"
The Heat,2013/I,"159,582,188","70,348,583","229,930,771"
Mr. Bean's Holiday,2007,"33,302,167","196,434,177","229,736,344"
La vita è bella,1997,"57,598,247","171,600,000","229,198,247"
Yes Man,2008,"97,690,976","131,300,000","228,990,976"
Ghost Rider,2007,"115,802,596","112,935,797","228,738,393"
Xia Luo te fan nao,2015,"1,293,626","227,268,956","228,562,582"
Lethal Weapon 2,1989,"147,300,000","80,600,000","227,900,000"
The Green Hornet,2011,"98,780,042","129,037,206","227,817,248"
The Imitation Game,2014,"91,125,683","136,648,543","227,774,226"
Sleepless in Seattle,1993,"126,533,006","101,200,000","227,733,006"
Immortals,2011,"83,504,017","143,400,000","226,904,017"
Baby Driver,2017,"107,825,862","119,017,304","226,843,166"
Taken,2008/I,"145,000,989","81,829,579","226,830,568"
Percy Jackson & the Olympians: The Lightning Thief,2010,"88,761,720","137,735,489","226,497,209"
Hansel & Gretel: Witch Hunters,2013,"55,703,475","170,646,274","226,349,749"
Good Will Hunting,1997,"138,433,435","87,500,000","225,933,435"
Knives Out,2019,"165,363,254","60,500,000","225,863,254"
The Social Network,2010,"96,962,694","127,957,621","224,920,315"
Chicken Run,2000,"106,834,564","118,000,000","224,834,564"
Rocky,1976,"117,235,247","107,000,000","224,235,247"
Con Air,1997,"101,117,573","122,894,661","224,012,234"
Interview with the Vampire: The Vampire Chronicles,1994,"105,264,608","118,400,000","223,664,608"
Flightplan,2005,"89,707,299","133,680,000","223,387,299"
Non-Stop,2014,"92,168,600","130,641,000","222,809,600"
"Honey, I Shrunk the Kids",1989,"130,724,172","92,000,000","222,724,172"
Fahrenheit 9/11,2004,"119,194,771","103,251,549","222,446,320"
Jumper,2008,"80,172,128","142,059,058","222,231,186"
Wild Wild West,1999,"113,805,681","108,300,000","222,105,681"
Presumed Innocent,1990,"86,303,188","135,000,000","221,303,188"
The Bourne Supremacy,2004,"176,241,941","45,000,000","221,241,941"
Scary Movie 3,2003,"110,003,217","110,670,000","220,673,217"
Elf,2003,"173,398,518","47,044,933","220,443,451"
Inferno,2016/I,"34,542,495","185,677,685","220,220,180"
Green Lantern,2011,"116,601,172","103,250,000","219,851,172"
What Happens in Vegas,2008,"80,277,646","139,098,151","219,375,797"
It's Complicated,2009,"112,735,375","106,368,280","219,103,655"
Knocked Up,2007,"148,768,917","70,307,601","219,076,518"
Captain Phillips,2013,"107,100,855","111,690,956","218,791,811"
The Terminal,2004,"77,872,883","140,813,273","218,686,156"
The Prince of Egypt,1998,"101,217,900","117,200,000","218,417,900"
Jack Reacher,2012,"80,070,736","138,269,859","218,340,595"
Bedtime Stories,2008,"110,101,975","108,000,000","218,101,975"
Collateral,2004,"101,005,703","117,000,000","218,005,703"
Central Intelligence,2016,"127,440,871","89,755,940","217,196,811"
Journey to the West: Demon Chapter,2017,"870,451","216,284,400","217,154,851"
Dracula Untold,2014,"56,280,355","160,843,925","217,124,280"
Million Dollar Baby,2004,"100,492,203","116,271,443","216,763,646"
The Help,2011,"169,708,112","46,931,000","216,639,112"
Twins,1988,"111,936,400","104,700,000","216,636,400"
Valentine's Day,2010/I,"110,485,654","106,000,000","216,485,654"
Bohemian Rhapsody,2018,"216,303,339",0,"216,303,339"
Bad Teacher,2011,"100,292,856","115,904,636","216,197,492"
Tootsie,1982,"177,200,000","38,974,697","216,174,697"
Clear and Present Danger,1994,"122,187,717","93,700,000","215,887,717"
One Hundred and One Dalmatians,1961,"144,880,014","71,000,000","215,880,014"
Ted 2,2015,"81,476,385","134,387,221","215,863,606"
Dracula,1992,"82,522,790","133,339,902","215,862,692"
Vertical Limit,2000,"69,243,859","146,420,000","215,663,859"
Ghostbusters II,1989,"112,494,738","102,900,000","215,394,738"
Hacksaw Ridge,2016,"67,209,615","148,141,889","215,351,504"
A Star is Born,2018,"215,288,866","14,491","215,303,357"
The Patriot,2000,"113,330,342","101,964,000","215,294,342"
The Sorcerer's Apprentice,2010,"63,150,991","152,132,751","215,283,742"
Cowboys & Aliens,2011,"140,555,209","74,581,774","215,136,983"
Xi you: Xiang mo pian,2013,"18,058","215,000,000","215,018,058"
Just Go with It,2011,"103,028,109","111,917,482","214,945,591"
Public Enemies,2009,"97,104,620","117,000,000","214,104,620"
The Bourne Identity,2002,"121,661,683","92,372,541","214,034,224"
Disclosure,1994,"83,015,089","131,000,000","214,015,089"
Dirty Dancing,1987,"63,954,274","150,000,000","213,954,274"
Pulp Fiction,1994,"107,928,762","106,000,000","213,928,762"
The Aviator,2004,"102,608,827","111,131,129","213,739,956"
Wo hu cang long,2000,"128,078,872","85,446,864","213,525,736"
The English Patient,1996,"78,651,430","134,700,000","213,351,430"
Into the Woods,2014,"128,002,372","84,900,000","212,902,372"
Miss Congeniality,2000,"106,807,667","105,935,053","212,742,720"
Entrapment,1999,"87,704,396","124,700,000","212,404,396"
Ace Ventura: When Nature Calls,1995,"108,385,533","104,000,000","212,385,533"
Master and Commander: The Far Side of the World,2003,"93,927,920","118,083,191","212,011,111"
End of Days,1999,"66,889,043","145,100,000","211,989,043"
Bridget Jones's Baby,2016,"24,252,420","187,700,000","211,952,420"
Blade Runner 2049,2017,"92,054,159","119,862,543","211,916,702"
Battle Los Angeles,2011,"83,552,429","128,266,925","211,819,354"
Fury,2014,"85,817,906","126,000,000","211,817,906"
Due Date,2010,"100,539,043","111,241,781","211,780,824"
Kingdom of Heaven,2005,"47,398,413","164,253,638","211,652,051"
The Little Mermaid,1989,"111,543,479","99,800,000","211,343,479"
Australia,2008,"49,554,002","161,728,096","211,282,098"
District 9,2009,"115,646,235","95,173,376","210,819,611"
Braveheart,1995,"75,609,945","134,800,000","210,409,945"
Moonraker,1979,"70,308,099","140,000,000","210,308,099"
The Others,2001,"96,522,687","113,424,350","209,947,037"
Horrible Bosses,2011,"117,538,559","92,100,000","209,638,559"
The Greatest Showman,2017,"174,045,042","35,200,000","209,245,042"
Red Dragon,2002,"93,149,898","116,046,400","209,196,298"
Tomorrowland,2015,"93,436,322","115,718,000","209,154,322"
Safe House,2012,"126,373,434","82,715,162","209,088,596"
A Series of Unfortunate Events,2004,"118,627,117","90,439,096","209,066,213"
Jaws 2,1978,"102,922,376","106,000,000","208,922,376"
Ying xiong,2002,"84,961,000","123,684,413","208,645,413"
Wonder,2017/I,"132,422,809","75,900,000","208,322,809"
The Emoji Movie,2017,"86,089,513","122,225,933","208,315,446"
Me Before You,2016,"56,245,075","151,700,000","207,945,075"
S.W.A.T.,2003,"116,934,650","90,790,989","207,725,639"
Traffic,2000,"124,115,725","83,400,000","207,515,725"
The Fast and the Furious,2001,"144,533,925","62,750,000","207,283,925"
Paranormal Activity 3,2011,"104,007,828","103,032,016","207,039,844"
Philadelphia,1993,"77,446,440","129,232,000","206,678,440"
Alien,1979,"83,944,003","122,700,000","206,644,003"
The Expendables 3,2014,"39,322,544","166,850,000","206,172,544"
Sleepy Hollow,1999,"101,071,502","105,000,000","206,071,502"
Flashdance,1983,"94,900,000","111,000,000","205,900,000"
The Jungle Book,1967/I,"141,843,612","64,000,000","205,843,612"
London Has Fallen,2016,"62,524,260","143,230,187","205,754,447"
Ren zai jiong tu: Tai jiong,2012,"57,397","205,400,000","205,457,397"
JFK,1991,"70,405,498","135,000,000","205,405,498"
White House Down,2013,"73,103,784","132,262,953","205,366,737"
Gake no ue no Ponyo,2008,"15,090,400","190,222,267","205,312,667"
The Ugly Truth,2009,"88,915,214","116,383,693","205,298,907"
The Holiday,2006,"63,224,849","141,910,475","205,135,324"
The Break-Up,2006,"118,703,275","86,296,411","204,999,686"
Eat Pray Love,2010,"80,574,010","124,020,006","204,594,016"
Bad Boys for Life,2020,"204,417,855",0,"204,417,855"
King Arthur,2004,"51,882,244","151,685,613","203,567,857"
Vanilla Sky,2001,"100,614,858","102,773,483","203,388,341"
Arrival,2016/II,"100,546,139","102,842,047","203,388,186"
Need for Speed,2014,"43,577,636","159,700,000","203,277,636"
For Your Eyes Only,1981,"62,300,000","140,500,000","202,800,000"
Pitch Perfect 3,2017,"104,897,530","97,800,000","202,697,530"
Hairspray,2007,"118,871,849","83,676,726","202,548,575"
Everest,2015,"43,482,270","158,912,408","202,394,678"
Patch Adams,1998,"135,026,902","67,266,000","202,292,902"
Fun with Dick and Jane,2005,"110,332,737","91,693,375","202,026,112"
Kindergarten Cop,1990,"91,500,000","110,500,000","202,000,000"
Teenage Mutant Ninja Turtles,1990,"135,265,915","66,700,000","201,965,915"
Straight Outta Compton,2015,"161,197,785","40,437,206","201,634,991"
21 Jump Street,2012,"138,447,667","63,137,661","201,585,328"
Yogi Bear,2010,"100,246,011","101,338,130","201,584,141"
Ralph Breaks the Internet,2018,"201,091,711",0,"201,091,711"
A Dog's Purpose,2017,"64,321,890","136,700,000","201,021,890"
Garfield,2004,"75,369,589","125,434,945","200,804,534"
Cats & Dogs,2001,"93,385,515","107,301,977","200,687,492"
The Hunt for Red October,1990,"122,012,643","78,500,000","200,512,643"
Rocky II,1979,"85,182,160","115,000,000","200,182,160"
You Don't Mess with the Zohan,2008,"100,018,837","99,917,174","199,936,011"
The BFG,2016,"55,483,770","144,421,454","199,905,224"
Percy Jackson: Sea of Monsters,2013,"68,559,554","131,290,761","199,850,315"
Snow White and the Seven Dwarfs,1937,"184,925,485","14,170,000","199,095,485"
Two Weeks Notice,2002,"93,354,851","105,688,391","199,043,242"
RED,2010,"90,380,162","108,626,225","199,006,387"
City of Angels,1998,"78,892,664","120,000,000","198,892,664"
The Pacifier,2005,"113,086,868","85,550,000","198,636,868"
Total Recall,2012/I,"58,877,969","139,589,199","198,467,168"
Valkyrie,2008,"83,077,833","115,029,539","198,107,372"
The Nut Job 2: Nutty by Nature,2017,"28,370,522","169,442,906","197,813,428"
Jack the Giant Slayer,2013,"65,187,603","132,500,000","197,687,603"
Elvis,2022,"151,012,909","46,457,644","197,470,553"
Open Season,2006,"85,105,259","112,203,768","197,309,027"
Smurfs: The Lost Village,2017,"45,020,282","152,163,264","197,183,546"
Spy Kids 3: Game Over,2003,"111,761,982","85,250,000","197,011,982"
The Other Woman,2014,"83,911,193","112,870,000","196,781,193"
Stargate,1994,"71,565,669","125,000,000","196,565,669"
50 First Dates,2004,"120,908,074","75,577,026","196,485,100"
Beowulf,2007,"82,186,493","114,231,776","196,418,269"
Panic Room,2002,"96,397,334","100,000,081","196,397,415"
Xin hua lu fang,2014,"777,896","195,600,000","196,377,896"
The Ten Commandments,1956,"93,740,000","102,604,381","196,344,381"
The Vow,2012,"125,014,030","71,100,540","196,114,570"
Anger Management,2003,"135,645,823","60,100,000","195,745,823"
The Pelican Brief,1993,"100,768,056","94,500,000","195,268,056"
The Intern,2015/I,"75,764,672","118,800,000","194,564,672"
Xi you ji zhi: Sun Wukong san da Baigu Jing,2016,"709,982","193,677,158","194,387,140"
Gnomeo & Juliet,2011,"99,967,670","94,000,000","193,967,670"
The Sum of All Fears,2002,"118,907,036","75,014,336","193,921,372"
Gangs of New York,2002,"77,812,000","115,960,504","193,772,504"
Paranormal Activity,2007,"107,918,810","85,436,990","193,355,800"
The Curse of the Were-Rabbit,2005,"56,110,897","136,499,475","192,610,372"
The Equalizer,2014,"101,530,738","90,800,000","192,330,738"
2001: A Space Odyssey,1968,"57,978,430","133,745,008","191,723,438"
The Addams Family,1991,"113,502,000","78,000,000","191,502,000"
Hollow Man,2000,"73,209,340","118,000,000","191,209,340"
The Living Daylights,1987,"51,185,897","140,000,000","191,185,897"
La marche de l'empereur,2005,"77,437,223","113,000,000","190,437,223"
The Longest Yard,2005,"158,119,460","32,201,108","190,320,568"
Cheaper by the Dozen,2003,"138,614,544","51,597,569","190,212,113"
The Waterboy,1998,"161,491,646","28,700,000","190,191,646"
Spider-Man: Into the Spider-Verse,2018,"190,173,195","13,228","190,186,423"
Outbreak,1995,"67,823,573","122,200,000","190,023,573"
The Santa Clause,1994,"144,833,357","45,000,000","189,833,357"
Mr. Popper's Penguins,2011,"68,224,452","121,400,000","189,624,452"
The X Files,1998,"83,898,313","105,300,000","189,198,313"
Rambo III,1988,"53,715,611","135,300,000","189,015,611"
The Secret Life of Walter Mitty,2013,"58,236,838","129,896,484","188,133,322"
Tropic Thunder,2008,"110,515,313","77,557,336","188,072,649"
12 Years a Slave,2013,"56,671,993","131,061,209","187,733,202"
Octopussy,1983,"67,900,000","119,600,000","187,500,000"
Heat,1995,"67,436,818","120,000,000","187,436,818"
In the Line of Fire,1993,"102,314,283","85,000,000","187,314,283"
The Grudge,2004,"110,359,362","76,921,753","187,281,115"
The Horse Whisperer,1998,"75,383,563","111,500,000","186,883,563"
Jian Bing Man,2015,0,"186,657,583","186,657,583"
Walk the Line,2005,"119,519,402","66,919,481","186,438,883"
The Final Destination,2009,"66,477,700","119,689,439","186,167,139"
I Now Pronounce You Chuck & Larry,2007,"120,059,556","66,012,658","186,072,214"
