name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Dupa dealuri,2012,"109,248",0,"109,248"
After Innocence,2005,"109,210",0,"109,210"
The 24 Hour Woman,1999,"109,148",0,"109,148"
Sint,2010,0,"109,000","109,000"
The World to Come,2020,"108,871",0,"108,871"
The Overnighters,2014,"108,814",0,"108,814"
Hofshat Kaits,2007,"108,698",0,"108,698"
Pathology,2008,"108,662",0,"108,662"
Life Is Cheap... But Toilet Paper Is Expensive,1989,"108,392",0,"108,392"
Jimmy Carter Man from Plains,2007,"108,282",0,"108,282"
"No Retreat, No Surrender 2: Raging Thunder",1987,"108,154",0,"108,154"
Bure baruta,1998,"108,103",0,"108,103"
Crying Ladies,2003,"108,043",0,"108,043"
Blackhats,2015,"108,000",0,"108,000"
Against the Wild 2: Survive the Serengeti,2016,"107,953",0,"107,953"
Darfur Now,2007,"107,841",0,"107,841"
The Loneliest Whale: The Search for 52,2021,"107,799",0,"107,799"
Evangerion shin gekijôban: Jo,2007,"107,797",0,"107,797"
Crush,1992,"107,792",0,"107,792"
The Perfect Family,2011,"107,721",0,"107,721"
Reset,2015/VI,"107,719",0,"107,719"
Not of This Earth,1988,"107,352",0,"107,352"
El artista y la modelo,2012,"107,300",0,"107,300"
The Trouble with Terkel,2010,"107,284",0,"107,284"
Lola Montès,1955,"107,264",0,"107,264"
Augustine,2012,"107,114",0,"107,114"
Byuti insaideu,2015,"107,004",0,"107,004"
Face,2002,"106,939",0,"106,939"
Hello I Must Be Going,2012,"106,709",0,"106,709"
Darbareye Elly,2009,"106,662",0,"106,662"
Arizona Dream,1993,"106,658",0,"106,658"
The Secret Agent,1996,"106,606",0,"106,606"
The Alphabet Killer,2008,"29,784","76,812","106,596"
La pazza gioia,2016,"106,547",0,"106,547"
Mia aioniotita kai mia mera,1998,"106,486",0,"106,486"
Bonobos: Back to the Wild,2015,"106,411",0,"106,411"
Rise,2007,"106,398",0,"106,398"
Boy A,2007,"106,368",0,"106,368"
Roar,2014,"106,353",0,"106,353"
Lawn Dogs,1997,"106,292",0,"106,292"
Parlez-moi de la pluie,2008,"106,093",0,"106,093"
Fellini: Je suis un grand menteur,2002,"106,080",0,"106,080"
The Way We Get By,2009,"106,042",0,"106,042"
Road Hard,2015,"105,943",0,"105,943"
Un monde presque paisible,2002,"105,917",0,"105,917"
Bellamy,2009,"105,893",0,"105,893"
Kanashimi no Beradonna,1973,"105,841",0,"105,841"
Dah,2002,"105,656",0,"105,656"
Japón,2002,0,"105,315","105,315"
L'enfant lion,1993,"105,066",0,"105,066"
A Jihad for Love,2007,"105,033",0,"105,033"
Big Star: Nothing Can Hurt Me,2012,"105,030",0,"105,030"
Tortilla Heaven,2007,"104,999",0,"104,999"
Zero Days,2016,"104,906",0,"104,906"
The Girl,2000,"104,883",0,"104,883"
Fabricated City,2017,"104,874",0,"104,874"
Bronson,2008,"104,792",0,"104,792"
Mina Tannenbaum,1994,"104,767",0,"104,767"
Look Both Ways,2005,"104,756",0,"104,756"
Aferim!,2015,"104,706",0,"104,706"
Abacus: Small Enough to Jail,2016,"104,621",0,"104,621"
Choses secrètes,2002,"104,533",0,"104,533"
Alien Trespass,2009,"104,526",0,"104,526"
Linkeroever,2008,0,"104,470","104,470"
Kaptein Sabeltann,2003,"104,443",0,"104,443"
V paprscích slunce,2015,"65,560","38,867","104,427"
Adult Beginners,2014,"104,415",0,"104,415"
Mouvements du désir,1994,"104,288",0,"104,288"
Steve Jobs: The Lost Interview,2012,"104,286",0,"104,286"
Human Traffic,1999,"104,257",0,"104,257"
Maryam,2002,"104,209",0,"104,209"
Kirschblüten - Hanami,2008,"104,178",0,"104,178"
Another Gay Sequel: Gays Gone Wild!,2008,"104,020",0,"104,020"
Best Worst Thing That Ever Could Have Happened...,2016,"104,005",0,"104,005"
Les chansons d'amour,2007,"103,970",0,"103,970"
Results,2015,"103,887",0,"103,887"
XX/XY,2002,"103,874",0,"103,874"
Liubov pret-a-porte,2017,0,"103,651","103,651"
Game 6,2005,"103,626",0,"103,626"
Mr. Untouchable,2007,"103,590",0,"103,590"
Mutual Appreciation,2005,"103,574",0,"103,574"
Qin ai de,2014,0,"103,560","103,560"
30 Years to Life,2001,"103,540",0,"103,540"
The King Is Alive,2000,"103,505",0,"103,505"
Intimacy,2001,"103,440",0,"103,440"
Reckless,1995,"103,351",0,"103,351"
The Romantics,2010,"103,280",0,"103,280"
La Ciénaga,2001,"103,215",0,"103,215"
Rolling,2007,"103,209",0,"103,209"
Best Worst Movie,2009,"103,194",0,"103,194"
Boricua's Bond,2000,"103,163",0,"103,163"
Al Franken: God Spoke,2006,"102,990",0,"102,990"
Demon,2015,"102,971",0,"102,971"
Puerto Ricans in Paris,2015,"102,890",0,"102,890"
Suture,1993,"102,780",0,"102,780"
Maria Rosa,1916,"102,768",0,"102,768"
Kicked in the Head,1997,"102,739",0,"102,739"
Historias mínimas,2002,"102,714",0,"102,714"
Tango Shalom,2021,"102,651",0,"102,651"
Saint John of Las Vegas,2009,"102,645",0,"102,645"
The Weight of Water,2000,"102,622",0,"102,622"
Shattered Image,1998,"102,523",0,"102,523"
Pure,2002/I,"102,471",0,"102,471"
Visual Acoustics,2008,"102,463",0,"102,463"
Temptation,1915,"102,437",0,"102,437"
Bettie Page Reveals All,2012,"102,378",0,"102,378"
The Girl of the Golden West,1915,"102,224",0,"102,224"
Edge of Sanity,1989,"102,219",0,"102,219"
The Return,2006/II,"102,171",0,"102,171"
Gigantic,2008,"102,079",0,"102,079"
Ain't in It for My Health: A Film About Levon Helm,2010,"102,057",0,"102,057"
Ong-bak 2,2008,"102,055",0,"102,055"
Pure,2005/I,"102,009",0,"102,009"
2 ou 3 choses que je sais d'elle,1967,"101,944",0,"101,944"
Henry's Crime,2010,"101,882",0,"101,882"
The Kitchen Toto,1987,"101,807",0,"101,807"
Moordwijven,2007,0,"101,757","101,757"
Efes beyahasei enosh,2014,"101,713",0,"101,713"
Afghan Star,2009,"101,543",0,"101,543"
God Help the Girl,2014,"101,542",0,"101,542"
Running Free,1999,"101,431",0,"101,431"
Score: A Film Music Documentary,2016,"101,382",0,"101,382"
James White,2015,"94,464","6,904","101,368"
Alle Anderen,2009,"101,343",0,"101,343"
Spotswood,1992,"101,307",0,"101,307"
Beaufort,2007,"101,299",0,"101,299"
Winter Passing,2005,"101,228",0,"101,228"
Computer Chess,2013,"101,218",0,"101,218"
Kôkaku Kidôtai,2015,"101,203",0,"101,203"
Feed the Fish,2009,"101,160",0,"101,160"
Hoje Eu Quero Voltar Sozinho,2014,"101,137",0,"101,137"
Kamchatka,2002,0,"101,116","101,116"
Riding the Bullet,2004,"101,107",0,"101,107"
Cameraperson,2016,"101,074",0,"101,074"
First Cow,2019,"101,068",0,"101,068"
Lola,2001,"101,015",0,"101,015"
Dum,2003,"101,000",0,"101,000"
Un lugar en el mundo,1992,"100,986",0,"100,986"
Esmeraldero,2003,"100,976",0,"100,976"
Gouttes d'eau sur pierres brûlantes,2000,"100,961",0,"100,961"
Le tout nouveau testament,2015,"89,182","11,751","100,933"
The Magic of Belle Isle,2012,"100,910",0,"100,910"
Freakonomics,2010,"100,675",0,"100,675"
The House of the Devil,2009,"100,659",0,"100,659"
Left Luggage,1998,"100,544",0,"100,544"
The Good Guy,2009,"100,503",0,"100,503"
Hansel & Gretel,2002,"100,477",0,"100,477"
The Man Who Fell to Earth,1976,"100,072",396,"100,468"
Unconditional Love,1999,"100,466",0,"100,466"
Big Bad Love,2001,"100,420",0,"100,420"
"Guten Tag, Ramón",2013,"100,412",0,"100,412"
Rubber,2010,"98,017","2,353","100,370"
Race for Glory,1989,"100,326",0,"100,326"
Wendigo,2001,"100,319",0,"100,319"
New York Beat Movie,1981,"100,293",0,"100,293"
A Lego Brickumentary,2014,"100,240",0,"100,240"
Man of Tai Chi,2013,"100,144",0,"100,144"
8: The Mormon Proposition,2010,"100,135",0,"100,135"
Anime nere,2014,"100,120",0,"100,120"
Rejoice and Shout,2010,"100,119",0,"100,119"
National Gallery,2014,"100,100",0,"100,100"
The Adventures of Sebastian Cole,1998,"100,041",0,"100,041"
Bhutto,2010,"100,009",0,"100,009"
Last Weekend,2014,"100,000",0,"100,000"
The Ghost of Slumber Mountain,1918,"100,000",0,"100,000"
Flesh+Blood,1985,"100,000",0,"100,000"
Martin,1978,"100,000",0,"100,000"
The Telephone,1988,"99,978",0,"99,978"
Un tango más,2015,"99,928",0,"99,928"
Huang jin shi dai,2014,"99,872",0,"99,872"
6 Bullets,2012,0,"99,861","99,861"
Umi ga kikoeru,1993,"87,737","12,039","99,776"
La mujer sin cabeza,2008,"99,775",0,"99,775"
V/H/S,2012,"99,770",0,"99,770"
Une femme est une femme,1961,"99,658",0,"99,658"
Das letzte Schweigen,2010,"99,654",0,"99,654"
360,2011,"99,603",0,"99,603"
Ivory Tower,2014,"99,555",0,"99,555"
The Young and Prodigious T.S. Spivet,2013,"99,462",0,"99,462"
The Stars Fell on Henrietta,1995,"99,318",0,"99,318"
Vzlomat blogerov,2016,0,"99,201","99,201"
Desert Blue,1998,"99,147",0,"99,147"
Shadow Dancer,2012,"99,134",0,"99,134"
Totally F***ed Up,1993,"98,967",0,"98,967"
Self Medicated,2005,"98,830",0,"98,830"
Córki dancingu,2015,"98,818",0,"98,818"
Kings of the Evening,2008,"98,682",0,"98,682"
The Greed of Men,2013,"73,000","25,000","98,000"
I vitelloni,1953,"97,944",0,"97,944"
"Tim Timmerman, Hope of America",2017,"97,787",0,"97,787"
Gimme the Loot,2012,"97,768",0,"97,768"
I Called Him Morgan,2016,"97,711",0,"97,711"
Under Our Skin,2008,"97,698",0,"97,698"
Bongyi Kim Seon-dal,2016,"97,477",0,"97,477"
All the Rage,1997,"97,433",0,"97,433"
Sade,2000,"97,387",0,"97,387"
Aileen: Life and Death of a Serial Killer,2003,"97,362",0,"97,362"
Escape Fire: The Fight to Rescue American Healthcare,2012,"97,316",0,"97,316"
El mar de Lucas,1999,0,"97,273","97,273"
Swiri,1999,"97,152",0,"97,152"
Stevie,2002,"97,044",0,"97,044"
World Traveler,2001,"97,000",0,"97,000"
A Ballerina's Tale,2015,"96,900",0,"96,900"
Wuthering Heights,2011,"96,889",0,"96,889"
Dina,2017,"90,873","6,015","96,888"
Orfeu,1999,"96,811",0,"96,811"
D.E.B.S.,2004,"96,793",0,"96,793"
Latin Boys Go to Hell,1997,"96,765",0,"96,765"
Le bossu,1997,"96,750",0,"96,750"
Hardflip,2012,"96,734",0,"96,734"
Salmonberries,1991,"96,717",0,"96,717"
1915,2015,"96,682",0,"96,682"
Qing Sheng,2016,"96,564",0,"96,564"
Ming yue ji shi you,2017,"96,552",0,"96,552"
No Impact Man: The Documentary,2009,"96,396",0,"96,396"
Suzhou he,2000,"96,330",0,"96,330"
Greetings from the Shore,2007,"96,314",0,"96,314"
Special Citizen,2017,"96,299",0,"96,299"
Uzak,2002,"96,293",0,"96,293"
Cachorro,2004,"96,263",0,"96,263"
All the Best: Fun Begins,2009,"96,054",0,"96,054"
Made in Italy,2020,"95,888",0,"95,888"
Signs of Life,1989,"95,836",0,"95,836"
12 and Holding,2005,"95,687",0,"95,687"
Mein liebster Feind - Klaus Kinski,1999,"95,612",0,"95,612"
A Slipping-Down Life,1999,"95,436",0,"95,436"
Le capital,2012,"95,272",0,"95,272"
Code inconnu: Récit incomplet de divers voyages,2000,"95,242",0,"95,242"
Sommersturm,2004,"95,016",0,"95,016"
Almost You,1985,"95,000",0,"95,000"
Like It Is,1998,"94,943",0,"94,943"
Better Than Sex,2000,"94,940",0,"94,940"
The Pool,2007/I,"94,901",0,"94,901"
Jalsaghar,1958,"94,886",0,"94,886"
Carlos Castaneda: Enigma of a Sorcerer,2004,"94,848",0,"94,848"
Friends & Lovers,1999,"94,633",0,"94,633"
Cure,1997,"94,596",0,"94,596"
Jin-Rô,1999,"94,591",0,"94,591"
Classe tous risques,1960,"94,552",0,"94,552"
Tower,2016,"94,329",0,"94,329"
"Martha - Meet Frank, Daniel and Laurence",1998,"94,176",0,"94,176"
God the Father,2014,"94,025",0,"94,025"
American Promise,2013,"94,000",0,"94,000"
Shun liu ni liu,2000,"93,817",0,"93,817"
Little White Lies,2006,"93,633",0,"93,633"
I Love a Man in Uniform,1993,"93,623",0,"93,623"
Greedy Lying Bastards,2012,"93,511",0,"93,511"
Black Gold,2006,"93,477",0,"93,477"
Flavors,2003,"93,370",0,"93,370"
Devi,1960,"93,215",0,"93,215"
Past Life,2016,"93,048",0,"93,048"
Celsius 41.11: The Temperature at Which the Brain... Begins to Die,2004,"93,000",0,"93,000"
Other People,2016/I,"93,000",0,"93,000"
Such a Long Journey,1998,"92,943",0,"92,943"
My Man Adam,1985,"92,920",0,"92,920"
Man from Reno,2014,"92,918",0,"92,918"
Motherhood,2009/I,"92,900",0,"92,900"
Martha & Ethel,1994,"92,766",0,"92,766"
Jie jiu Wu xian sheng,2015,"92,696",0,"92,696"
My Reincarnation,2011,"92,674",0,"92,674"
Biggie and Tupac,2002,"92,621",0,"92,621"
In Custody,1994,"92,612",0,"92,612"
The Return of Tommy Tricker,1994,"92,605",0,"92,605"
The Salon,2005,"92,362",0,"92,362"
Ek Aur Ek Gyarah: By Hook or by Crook,2003,"92,342",0,"92,342"
Brighton Rock,2010,"92,300",0,"92,300"
De fem benspænd,2003,"92,221",0,"92,221"
Somersault,2004,"92,214",0,"92,214"
La séparation,1994,"92,180",0,"92,180"
Miekkailija,2015,"92,179",0,"92,179"
Final: The Rapture,2013,"92,100",0,"92,100"
Beowulf & Grendel,2005,"66,851","25,225","92,076"
Les demoiselles de Rochefort,1967,"91,837",0,"91,837"
War of the Worlds: Goliath,2012,"13,385","78,400","91,785"
Tian zhu ding,2013,"91,714",0,"91,714"
Fandango,1985,"91,666",0,"91,666"
Kids for Cash,2013,"91,512",0,"91,512"
How the Garcia Girls Spent Their Summer,2005,"91,432",0,"91,432"
Memoir of a Murderer,2017,"91,335",0,"91,335"
Wolke 9,2008,"91,330",0,"91,330"
Lonesome Cowboys,1968,"91,299",0,"91,299"
Evil Bong 3: The Wrath of Bong,2011,"91,260",0,"91,260"
Passion,2012,"91,186",0,"91,186"
Hotel Sorrento,1995,"91,170",0,"91,170"
Dedication,2007,"91,169",0,"91,169"
Das Versprechen,1995,"91,145",0,"91,145"
The King's Case Note,2017,"90,899",0,"90,899"
So Young 2: Never Gone,2016,"90,863",0,"90,863"
Carriers,2009,"90,820",0,"90,820"
Legends from the Sky,2015,"90,706",0,"90,706"
The Tales of Hoffmann,1951,"90,365",0,"90,365"
Cuban Fury,2014,"90,310",0,"90,310"
Running for Grace,2018,"90,280",0,"90,280"
American: The Bill Hicks Story,2009,"90,275",0,"90,275"
Beyond Sight: The Derek Rabelo Story,2014,"90,194",0,"90,194"
One Track Heart: The Story of Krishna Das,2012,"90,179",0,"90,179"
Three Minutes: A Lengthening,2021,"90,144",0,"90,144"
King's Faith,2013,"90,106",0,"90,106"
Stripper,1985,"90,000",0,"90,000"
Phir Milenge,2004,"89,868",0,"89,868"
Imaginary Crimes,1994,"89,611",0,"89,611"
Stranded: I've Come from a Plane That Crashed on the Mountains,2007,"89,473",0,"89,473"
Puccini for Beginners,2006,"89,417",0,"89,417"
Raining Stones,1993,"89,388",0,"89,388"
Girl on a Bicycle,2013,"89,378",0,"89,378"
Ik wil gelukkig zijn,2016,"89,372",0,"89,372"
Il testimone dello sposo,1997,"89,263",0,"89,263"
Home Movies,1979,"89,134",0,"89,134"
Vaada,2005,"89,000",0,"89,000"
Morris from America,2016,"88,932",0,"88,932"
Throw Down Your Heart,2008,"88,580",0,"88,580"
Wondrous Oblivion,2003,"88,560",0,"88,560"
Aida's Secrets,2016,"88,461",0,"88,461"
She's Funny That Way,2014,"88,460",0,"88,460"
Hiroshima mon amour,1959,"88,300",0,"88,300"
Blindsight,2006/I,"88,283",0,"88,283"
Breathe In,2014,"88,100",0,"88,100"
A fost sau n-a fost?,2006,"88,066",0,"88,066"
"Nim-a, geu-gang-eul geon-neo-ji ma-o",2014,"88,018",0,"88,018"
Little Chenier,2006,"87,939",0,"87,939"
Starlet,2012/I,"87,910",0,"87,910"
Tahara,2002,"87,880",0,"87,880"
Sunshine Superman,2014,"87,875",0,"87,875"
The Heart of Nora Flynn,1916,"87,738",0,"87,738"
Blind Dating,2006,"87,416",0,"87,416"
America: Freedom to Fascism,2006,"87,400",0,"87,400"
Torremolinos 73,2003,"87,385",0,"87,385"
OSS 117: Rio ne répond plus,2009,"87,353",0,"87,353"
Tuya de hun shi,2006,"87,329",0,"87,329"
Settai,2013,"87,260",0,"87,260"
A Poem Is a Naked Person,1974,"87,185",0,"87,185"
Oy Vey! My Son Is Gay!!,2009,"87,154",0,"87,154"
"""Unsere Mütter, unsere Väter""",2013,"87,116",0,"87,116"
Borstal Boy,2000,"87,074",0,"87,074"
Rose of the Rancho,1914,"87,028",0,"87,028"
Kahin Pyaar Na Ho Jaaye,2000,"87,000",0,"87,000"
The Filthy Five,1968,"87,000",0,"87,000"
ECCO,2019,"86,858",0,"86,858"
Knights of Badassdom,2013,"86,796",0,"86,796"
Sonchiriya,2019,"86,765",0,"86,765"
Blue Caprice,2013,"86,749",0,"86,749"
Alles auf Zucker!,2004,"86,553",0,"86,553"
Eclipse,1994,"86,438",0,"86,438"
La graine et le mulet,2007,"86,356",0,"86,356"
Marina Abramovic: The Artist Is Present,2012,"86,217",0,"86,217"
Going All the Way,1997,"86,175",0,"86,175"
The Principle,2014,"86,172",0,"86,172"
"""Riget""",1994,"86,133",0,"86,133"
Second Best,1994,"86,115",0,"86,115"
Delirious,2006,"85,976",0,"85,976"
La baie des anges,1963,"85,840",0,"85,840"
A Little Help,2010,"85,789",0,"85,789"
The Warrens of Virginia,1915,"85,770",0,"85,770"
Tian tai ai qing,2013,"85,755",0,"85,755"
Author: The JT LeRoy Story,2016,"85,622",0,"85,622"
Fierce People,2005,"85,410",0,"85,410"
Chicago Joe and the Showgirl,1990,"85,395",0,"85,395"
Carancho,2010,"85,363",0,"85,363"
Zabytaya melodiya dlya fleyty,1987,"85,360",0,"85,360"
Vidal Sassoon: The Movie,2010,"85,222",0,"85,222"
My Date with Drew,2004,"85,222",0,"85,222"
Large,2001,0,"85,014","85,014"
The Consultants,2009,"85,000",0,"85,000"
The Lifestyle,1999,"85,000",0,"85,000"
Moscow Zero,2006,0,"84,956","84,956"
Street Dreams,2009,"84,944",0,"84,944"
Wilder Napalm,1993,"84,859",0,"84,859"
Blue Skies Again,1983,"84,775",0,"84,775"
Picnic at Hanging Rock,1975,"84,744",0,"84,744"
Color of the Cross,2006,"84,744",0,"84,744"
51 Birch Street,2005,"84,689",0,"84,689"
Heal,2017,"84,668",0,"84,668"
The Proxy Soldiers,2017,"84,532",0,"84,532"
Casting minden,2008,0,"84,499","84,499"
The Pickle,1993,"84,471",0,"84,471"
Byzantium,2012,"84,293",0,"84,293"
Chapter & Verse,2017,"84,147",0,"84,147"
How to Cook Your Life,2007,"84,097",0,"84,097"
"Me & You, Us, Forever",2008,"84,093",0,"84,093"
Peeping Tom,1960,"83,957",0,"83,957"
Exporting Raymond,2010,"83,894",0,"83,894"
Beasts of No Nation,2015,"83,861",0,"83,861"
16 Days of Glory,1986,"83,857",0,"83,857"
Somebody Up There Likes Me,2012,"83,796",0,"83,796"
Museum Hours,2012,"83,725",0,"83,725"
Post Cards from America,1994,"83,587",0,"83,587"
The Golden Chance,1915/I,"83,504",0,"83,504"
Charlotte Sometimes,2002,"83,500",0,"83,500"
Kabluey,2007,"83,398",0,"83,398"
The Eye of the Storm,2011,"83,297",0,"83,297"
Bombshell: The Hedy Lamarr Story,2017,"83,229",0,"83,229"
Sufat Chol,2016,"83,078",0,"83,078"
Unfavorable Odds,2022,"83,053",0,"83,053"
Black Sheep,2006,"82,987",0,"82,987"
Watermark,2013,"82,837",0,"82,837"
Jodi No.1,2001,"82,834",0,"82,834"
Le doulos,1963,"82,772",0,"82,772"
Blood Done Sign My Name,2010,"82,739",0,"82,739"
The Treatment,2006,"82,701",0,"82,701"
Hanussen,1988,"82,635",0,"82,635"
Xích lô,1995,"82,620",0,"82,620"
Der Räuber,2010,"82,468",0,"82,468"
Grace Jones: Bloodlight and Bami,2017,"82,378",0,"82,378"
Save Me,2007/I,"82,369",0,"82,369"
Praying with Lior,2008,"82,315",0,"82,315"
Zhui xiong zhe ye,2016,"82,215",0,"82,215"
Los Sures,1984,"82,019",0,"82,019"
Diamonds,1999,"81,897",0,"81,897"
A mi madre le gustan las mujeres,2002,"81,883",0,"81,883"
Khauff,2000,"81,825",0,"81,825"
Före stormen,2000,0,"81,806","81,806"
The Naked Witch,1967,"81,800",0,"81,800"
Best Man in Grass Creek,1999,"81,760",0,"81,760"
Lemming,2005,"81,612",0,"81,612"
Inkubus,2011,"81,600",0,"81,600"
Hit and Runway,1999,"81,570",0,"81,570"
Wasabi,2001,"81,525",0,"81,525"
Hating Breitbart,2012,"81,432",0,"81,432"
10 Items or Less,2006,"81,416",0,"81,416"
Tesla,2020,"81,411",0,"81,411"
The Turandot Project,2000,"81,385",0,"81,385"
King Corn,2007,"81,368",0,"81,368"
Humboldt County,2008,"81,364",0,"81,364"
Kisses,2008,"81,313",0,"81,313"
The Future of Food,2004,"81,280",0,"81,280"
The Whale,2014/IV,"81,212",0,"81,212"
Teen Kanya,1961,"81,200",0,"81,200"
Dikarka,2002,0,"81,124","81,124"
Made in U.S.A,1966,"81,105",0,"81,105"
Det okända.,2000,0,"81,096","81,096"
The Nile Hilton Incident,2017,"81,089",0,"81,089"
ROAR: Tigers of the Sundarbans,2014,"81,083",0,"81,083"
Better Living Through Circuitry,1999,"81,000",0,"81,000"
Il racconto dei racconti - Tale of Tales,2015,"80,809",0,"80,809"
Standard Time,2002,"80,776",0,"80,776"
Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,2011,"80,752",0,"80,752"
Chrystal,2004,"80,701",0,"80,701"
Kurt Cobain About a Son,2006,"80,689",0,"80,689"
Invincible,2001,"80,636",0,"80,636"
Fools of Fortune,1990,"80,490",0,"80,490"
Life After Beth,2014,"80,315",0,"80,315"
El topo,2004,"80,302",0,"80,302"
Shan he gu ren,2015,"80,244",0,"80,244"
The Mysteries of Pittsburgh,2008,"80,238",0,"80,238"
Julien Donkey-Boy,1999,"80,226",0,"80,226"
Ballast,2008,"80,203",0,"80,203"
Waking Sleeping Beauty,2009,"80,172",0,"80,172"
Oye Lucky! Lucky Oye!,2008,"80,037",0,"80,037"
Mad Dog Time,1996,"80,026",0,"80,026"
Heaven Knows What,2014,"80,015",0,"80,015"
Foreign Letters,2012,"80,000",0,"80,000"
Green Fields,1937,"80,000",0,"80,000"
Moartea domnului Lãzãrescu,2005,"79,943",0,"79,943"
Searching for the Wrong-Eyed Jesus,2003,"79,916",0,"79,916"
Kasi az gorbehaye irani khabar nadareh,2009,"79,848",0,"79,848"
Thicker Than Water,1999,"79,823",0,"79,823"
Nasty Baby,2015,"79,800",0,"79,800"
Dagen zonder lief,2007,0,"79,558","79,558"
Cover,2007,"79,436",0,"79,436"
Suits on the Loose,2005,"79,358",0,"79,358"
Sweet Nothing,1995,"79,249",0,"79,249"
Water & Power,2013,"79,043",0,"79,043"
Pray the Devil Back to Hell,2008,"78,986",0,"78,986"
Stuck in Love,2012,"78,950",0,"78,950"
Chimmie Fadden,1915,"78,944",0,"78,944"
L'ivresse du pouvoir,2006,"78,917",0,"78,917"
Just Like a Woman,1992,"78,808",0,"78,808"
Christmas in Wonderland,2007,"78,566",0,"78,566"
Giulietta degli spiriti,1965,"78,550",0,"78,550"
Train to Busan,2016,"78,500",0,"78,500"
Vida Activa,2014,"78,382",0,"78,382"
Queen of Earth,2015,"78,353",0,"78,353"
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982,"78,350",0,"78,350"
Funny Ha Ha,2002,"78,342",0,"78,342"
Samâ uôzu,2009,"78,182",0,"78,182"
Frankie Starlight,1995,"78,168",0,"78,168"
Hardbodies 2,1986,"78,068",0,"78,068"
Middle of Nowhere,2012,"78,030",0,"78,030"
Der blaue Engel,1930,"77,982",0,"77,982"
Pop Aye,2017,"77,976",0,"77,976"
The Trail of the Lonesome Pine,1916,0,"77,944","77,944"
Bright Leaves,2003,"77,888",0,"77,888"
Peur(s) du noir,2007,"77,876",0,"77,876"
Stalingrad,1993,"77,848",0,"77,848"
Ping Pong Playa,2007,"77,827",0,"77,827"
Charulata,1964,"77,820",0,"77,820"
Dialogues with Madwomen,1994,"77,789",0,"77,789"
"Micaela, una película mágica",2002,0,"77,743","77,743"
Chongtian huo,2016,"77,639",0,"77,639"
How About You...,2007,"77,588",0,"77,588"
Stardom,2000,"77,527",0,"77,527"
The Innkeepers,2011,"77,501",0,"77,501"
Circo,2010/I,"77,466",0,"77,466"
Love Comes Lately,2007,"77,458",0,"77,458"
Adorenarin doraibu,1999,"77,313",0,"77,313"
Naissance des pieuvres,2007,"77,310",0,"77,310"
Les témoins,2007,"77,300",0,"77,300"
Sin noticias de Dios,2001,"77,281",0,"77,281"
Beautiful Boy,2010,"77,247",0,"77,247"
Köshpendiler,2005,"77,231",0,"77,231"
De laatste zomer,2007,0,"77,197","77,197"
The Walker,2007,"77,177",0,"77,177"
Mystery Team,2009,"77,126",0,"77,126"
All About Nina,2018,"77,100",0,"77,100"
L'image manquante,2013,"52,164","24,769","76,933"
Saala Khadoos,2016,"76,931",0,"76,931"
Fast Color,2018,"76,916",0,"76,916"
Flirt,1995,"76,875",0,"76,875"
The Zionist Idea,2015,"76,772",0,"76,772"
Généalogies d'un crime,1997,"76,763",0,"76,763"
Stefan Zweig: Farewell to Europe,2016,"76,646",0,"76,646"
We Are What We Are,2013,"76,633",0,"76,633"
Xi yang tian shi,2002,"76,584",0,"76,584"
Dong-chang-saeng,2013,"76,543",0,"76,543"
Breaking Upwards,2009,"76,382",0,"76,382"
Solntse,2005,"76,357",0,"76,357"
After Midnight,1989,"76,325",0,"76,325"
America the Beautiful,2007,"76,173",0,"76,173"
A Thousand Years of Good Prayers,2007,"76,106",0,"76,106"
Hadh Kar Di Aapne,2000,"76,057",0,"76,057"
Steal This Movie,2000,"76,053",0,"76,053"
"Bert Rigby, You're a Fool",1989,"75,868",0,"75,868"
Saam gaang yi,2004,"75,829",0,"75,829"
Night Catches Us,2010,"75,795",0,"75,795"
Hamill,2010,"75,729",0,"75,729"
Sleep Dealer,2008,"75,727",0,"75,727"
The Testimony of Taliesin Jones,2000,"75,717",0,"75,717"
Whitey: United States of America v. James J. Bulger,2014,"75,644",0,"75,644"
Toivon tuolla puolen,2017,"75,523",0,"75,523"
The Riot Act,2018,"75,506",0,"75,506"
Après l'amour,1992,"75,473",0,"75,473"
In film nist,2011,"75,465",0,"75,465"
Revolver,2005,"75,420",0,"75,420"
The Island President,2011,"75,233",0,"75,233"
An Everlasting Piece,2000,"75,078",0,"75,078"
Promo for Junkie,2015,"75,000",0,"75,000"
Blackbird,2013/IV,"75,000",0,"75,000"
Unlocked,2017/I,0,"74,836","74,836"
Istgah-Matrouk,2002,"74,791",0,"74,791"
Le temps de l'aventure,2013,"74,709",0,"74,709"
Iedereen beroemd!,2000,"74,628",0,"74,628"
August Evening,2007,"74,494",0,"74,494"
Shoot Down,2007,"74,421",0,"74,421"
Fah talai jone,2000,"74,410",0,"74,410"
En el Séptimo Día,2017,"74,342",0,"74,342"
Umberto D.,1952,"74,308",0,"74,308"
The Nomi Song,2004,"74,216",0,"74,216"
Twin Town,1997,"74,188",0,"74,188"
Baise-moi,2000,"74,018",0,"74,018"
"The Beans of Egypt, Maine",1994,"73,956",0,"73,956"
Fetih 1453,2012,"73,882",0,"73,882"
The War Within,2005,"73,789",0,"73,789"
