name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Lost River,2014,"45,431",0,"45,431"
Son de mar,2001,0,"45,423","45,423"
Dhadkan,2000,"45,380",0,"45,380"
Pocong 2,2006,0,"45,365","45,365"
Last Day of Summer,2009,"45,300",0,"45,300"
Texas Killing Fields,2011,"45,282",0,"45,282"
Wish You Were Here,2012/I,"45,267",0,"45,267"
Seong-nan Byeon-ho-sa,2015,"45,260",0,"45,260"
There's No Place Like Utopia,2014,"45,254",0,"45,254"
Wrong,2012/I,"45,209",0,"45,209"
Karobaar: The Business of Love,2000,"45,200",0,"45,200"
This So-Called Disaster: Sam Shepard Directs the Late Henry Moss,2003,"45,195",0,"45,195"
Every Man for Himself,2010,"45,154",0,"45,154"
Randy and the Mob,2007,"45,098",0,"45,098"
Kærlighed på film,2007,"45,056",0,"45,056"
We Are X,2016,"45,028",0,"45,028"
Undoing,2006,"44,999",0,"44,999"
Brothers of the Head,2005,"44,978",0,"44,978"
Ayneh,1997,"44,970",0,"44,970"
Sykt lykkelig,2010,"44,947",0,"44,947"
Union Square,2011,"44,830",0,"44,830"
Mademoiselle C,2013,"44,796",0,"44,796"
The Zodiac,2005,"44,785",0,"44,785"
Paris Was a Woman,1996,"44,774",0,"44,774"
The Fantasticks,1995,"44,757",0,"44,757"
Death Rider in the House of Vampires,2021,"44,736",0,"44,736"
The War at Home,1996,"44,722",0,"44,722"
Candy,2006,"44,720",0,"44,720"
Third World Cop,1999,"44,700",0,"44,700"
Requiem for the American Dream,2015,"44,695",0,"44,695"
Pelotero,2011,"44,689",0,"44,689"
Shanghai,2010,"44,689",0,"44,689"
The Pruitt-Igoe Myth,2011,"44,683",0,"44,683"
Die göttliche Ordnung,2017,"44,620",0,"44,620"
Ai Weiwei: The Fake Case,2013,"44,611",0,"44,611"
Beyond the Reach,2014,"44,577",0,"44,577"
Moving the Mountain,1994,"44,536",0,"44,536"
The Dog,2013/I,"44,532",0,"44,532"
Un pont entre deux rives,1999,"44,531",0,"44,531"
"Léon Morin, prêtre",1961,"44,511",0,"44,511"
Low Down,2014,"44,500",0,"44,500"
Defendor,2009,"44,462",0,"44,462"
Love or Money,1990,"44,445",0,"44,445"
The Journey,2016/III,0,"44,437","44,437"
William Eggleston in the Real World,2005,"44,435",0,"44,435"
Desert Flower,2009,"44,348",0,"44,348"
Così ridevano,1998,"44,286",0,"44,286"
Maria si Mirabella in Tranzistoria,1989,0,"44,264","44,264"
Op-pa saeng-gak,2016,"44,263",0,"44,263"
Entertainment,2015,"44,242",0,"44,242"
Le code a changé,2009,"44,231",0,"44,231"
Irina Palm,2007,"44,064",0,"44,064"
Astoria,2000,"44,025",0,"44,025"
Virtual Sexuality,1999,"43,865",0,"43,865"
Flores Raras,2013,"43,838",0,"43,838"
Animal Factory,2000,"43,805",0,"43,805"
4Got10,2015,0,"43,798","43,798"
Tickling Giants,2016,"43,757",0,"43,757"
Wicked Stepmother,1989,"43,749",0,"43,749"
Le voyage extraordinaire,2011,"43,748",0,"43,748"
Voyage à travers le cinéma français,2016,"43,742",0,"43,742"
Jackpot,2001,"43,719",0,"43,719"
Bloodhounds of Broadway,1989,"43,671",0,"43,671"
The Greasy Strangler,2016,"43,580",0,"43,580"
Love the Hard Way,2001,"43,571",0,"43,571"
Parenti serpenti,1992,"43,529",0,"43,529"
Neak sre,1994,"43,511",0,"43,511"
Mädchen für die Mambo-Bar,1959,"43,500",0,"43,500"
Demain,2015,"43,471",0,"43,471"
Mastizaade,2016,"43,403",0,"43,403"
Money for Nothing,2013,"43,213",0,"43,213"
Big Men,2013,"43,191",0,"43,191"
Et si on vivait tous ensemble?,2011,"43,180",0,"43,180"
Get Bruce,1999,"43,155",0,"43,155"
Hermia & Helena,2016,"43,152",0,"43,152"
Screen Door Jesus,2003,"43,124",0,"43,124"
"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",2010,"43,108",0,"43,108"
Next Goal Wins,2014,"43,089",0,"43,089"
Phoenix,1998,"43,071",0,"43,071"
Grbavica,2006,"43,060",0,"43,060"
Immortal Hero,2019,"43,059",0,"43,059"
River of Fundament,2014,"43,057",0,"43,057"
Wasted! The Story of Food Waste,2017,"25,865","17,189","43,054"
Wit licht,2008,0,"43,034","43,034"
Brother Minister: The Assassination of Malcolm X,1994,"42,952",0,"42,952"
Hammett,1982,"42,914",0,"42,914"
MLK/FBI,2020,"42,909",0,"42,909"
Battlecreek,2017,"42,884",0,"42,884"
The Bridge of San Luis Rey,2004,"42,880",0,"42,880"
First Morning,2003,"42,800",0,"42,800"
La mort de Louis XIV,2016,"42,694",0,"42,694"
Poupoupidou,2011,"42,580",0,"42,580"
La mariée était en noir,1968,"42,324",0,"42,324"
Respire,2014,"42,297",0,"42,297"
Zaytoun,2012,"42,286",0,"42,286"
Xiao cheng zhi chun,2002,"42,258",0,"42,258"
Danny Says,2015,"42,237",0,"42,237"
To vlemma tou Odyssea,1995,"42,202",0,"42,202"
Moving McAllister,2007,"42,200",0,"42,200"
The Oath,2010,"42,117",0,"42,117"
Death of a Dynasty,2003,"42,108",0,"42,108"
L'avocat de la terreur,2007,"41,938",0,"41,938"
Assisted Living,2003,"41,929",0,"41,929"
Midnight Family,2019,"41,880",0,"41,880"
Closet Monster,2015,"41,866",0,"41,866"
Commune,2005,"41,715",0,"41,715"
We Live in Public,2009,"41,711",0,"41,711"
Jack Paradise (Les nuits de Montréal),2004,"41,704",0,"41,704"
The Slammin' Salmon,2009,"41,588",0,"41,588"
Holla II,2013,"41,537",0,"41,537"
Shavua ve Yom,2016,"41,528",0,"41,528"
Animal Behavior,1989,"41,526",0,"41,526"
A State of Mind,2004,"41,468",0,"41,468"
A Family Affair,2001,"41,463",0,"41,463"
Prime Target,1991,"41,378",0,"41,378"
Üç Maymun,2008,"41,343",0,"41,343"
Duska,2007,0,"41,199","41,199"
Undead,2003,"41,196",0,"41,196"
Otac na sluzbenom putu,1985,"16,131","25,053","41,184"
Cyclone,1987,"41,174",0,"41,174"
The Comedy,2012,"41,113",0,"41,113"
Bob le flambeur,1956,"41,010",0,"41,010"
The Brandon Teena Story,1998,"40,999",0,"40,999"
Hell and Back Again,2011,"40,634",315,"40,949"
Interior. Leather Bar.,2013,"40,862",0,"40,862"
Last Call at the Oasis,2011,"40,846",0,"40,846"
Maurice!,2017,"40,811",0,"40,811"
Baby Blues,2008/I,"40,800",0,"40,800"
Hate Crime,2005,"40,758",0,"40,758"
Hellion,2014,"40,753",0,"40,753"
Alibi,2008/I,0,"40,726","40,726"
Shikari,2000,"40,712",0,"40,712"
The Babysitters,2007,"40,677",0,"40,677"
For Better or Worse,1995,"40,622",0,"40,622"
L'appât,1995,"40,617",0,"40,617"
L'intrus,2004,"40,603",0,"40,603"
Nowitzki: Der perfekte Wurf,2014,"40,602",0,"40,602"
The FP,2011,"40,557",0,"40,557"
"First Love, Last Rites",1997,"40,542",0,"40,542"
Deo Pon,2015,"40,516",0,"40,516"
Het nieuwe Rijksmuseum,2008,"40,437",0,"40,437"
Pulse,1988,"40,397",0,"40,397"
Moving Midway,2007,"40,375",0,"40,375"
Louder Than a Bomb,2010,"40,362",0,"40,362"
Committed,2000/I,"40,361",0,"40,361"
Zire darakhatan zeyton,1994,"40,300",0,"40,300"
Language of a Broken Heart,2011,"40,293",0,"40,293"
Controlled Chaos,2003,"40,289",0,"40,289"
Sex Is Comedy,2002,"40,274",0,"40,274"
Dai-Nihonjin,2007,"40,257",0,"40,257"
The Beautiful Risk,2013,"40,254",0,"40,254"
L'ora di religione (Il sorriso di mia madre),2002,"40,246",0,"40,246"
Tom Dowd & the Language of Music,2003,"40,238",0,"40,238"
Rat Film,2016,"32,441","7,793","40,234"
Aftershock,2012,"40,179",0,"40,179"
Unrest,2017/I,"40,081",0,"40,081"
Old Henry,2021,"40,076",0,"40,076"
Panique,1946,"40,061",0,"40,061"
CBGB,2013,"40,040",0,"40,040"
Balada triste de trompeta,2010,"40,029",0,"40,029"
Mothers of Men,1917,"40,000",0,"40,000"
Addiction Incorporated,2011,"39,974",0,"39,974"
Good Luck,1996,"39,962",0,"39,962"
GMO OMG,2013,"39,900",0,"39,900"
Loins of Punjab Presents,2007,"39,891",0,"39,891"
Just Looking,1999,"39,852",0,"39,852"
Decoding Annie Parker,2013,"39,850",0,"39,850"
Divine Trash,1998,"39,842",0,"39,842"
Walk of Shame,2014,"39,751",0,"39,751"
Barbe bleue,2009,"39,745",0,"39,745"
Standing Still,2005/II,"39,729",0,"39,729"
Dracula: Pages from a Virgin's Diary,2002,"39,659",0,"39,659"
Margaret Cho: Assassin,2005,"39,652",0,"39,652"
Paan Singh Tomar,2012,"39,567",0,"39,567"
Le samouraï,1967,"39,481",0,"39,481"
Au hasard Balthazar,1966,"39,388",0,"39,388"
Doctor Sleep,2002,"39,381",0,"39,381"
Klip,2012,0,"39,375","39,375"
I Can't Think Straight,2008,"39,373",0,"39,373"
Is That a Gun in Your Pocket?,2016,"39,361",0,"39,361"
Thomas est amoureux,2000,"39,278",0,"39,278"
La notte,1961,"39,236",0,"39,236"
Just One Drop,2017,"39,213",0,"39,213"
Mutluluk,2007,"39,203",0,"39,203"
Whale Music,1994,"39,129",0,"39,129"
Yiddish Theater: A Love Story,2006,"39,081",0,"39,081"
Absurdistan,2008,"39,078",0,"39,078"
Burlesk King,1999,"39,036",0,"39,036"
The Myth of the American Sleepover,2010,"39,001",0,"39,001"
Gutter Trash,1969,"39,000",0,"39,000"
My Nazi Legacy,2015,"38,987",0,"38,987"
Last Call,2021,"38,951",0,"38,951"
Post Tenebras Lux,2012,"38,911",0,"38,911"
Unbeatable Harold,2006,"38,900",0,"38,900"
The Short Game,2013,"38,856",0,"38,856"
Soldiers of Fortune,2012,"38,842",0,"38,842"
"Psiconautas, los niños olvidados",2015,"38,785",0,"38,785"
Après la vie,2002,"38,773",0,"38,773"
Eden,2008,"38,693",0,"38,693"
Die Wand,2012,"38,674",0,"38,674"
Power Trip,2003,"38,593",0,"38,593"
Tell Them Who You Are,2004,"38,580",0,"38,580"
Spa Night,2016,"38,578",0,"38,578"
Difret,2014,"38,449",0,"38,449"
Dangan ranna,1996,"38,442",0,"38,442"
Le papillon,2002/I,"38,438",0,"38,438"
Ekspeditionen til verdens ende,2013,"38,406",0,"38,406"
1982,2019,"38,402",0,"38,402"
Le dernier des injustes,2013,"38,396",0,"38,396"
Concussion,2013,"38,361",0,"38,361"
People v. The State of Illusion,2012,"38,332",0,"38,332"
The Woodmans,2010,"38,330",0,"38,330"
Beyond the Gates of Splendor,2002,"38,307",0,"38,307"
The Life of Reilly,2006,"38,306",0,"38,306"
Kollektivet,2016,"38,265",0,"38,265"
When Harry Tries to Marry,2011,"38,261",0,"38,261"
Oh My God,2009,"38,244",0,"38,244"
Simon Magus,1999,"38,214",0,"38,214"
This Beautiful Fantastic,2016,"38,204",0,"38,204"
The American Astronaut,2001,"38,170",0,"38,170"
Where Soldiers Come From,2011,"38,151",0,"38,151"
Otets i syn,2003,"38,150",0,"38,150"
Kakushi ken oni no tsume,2004,"38,147",0,"38,147"
Los cronocrímenes,2007,"38,108",0,"38,108"
It's a Disaster,2012,"38,100",0,"38,100"
Germans & Jews,2016,"38,100",0,"38,100"
The Legend of Pale Male,2009,"38,083",0,"38,083"
Child of God,2013,"37,949",0,"37,949"
Lila & Eve,2015,"37,934",0,"37,934"
Moondance Alexander,2007,"37,895",0,"37,895"
I Am the Blues,2015,"37,849",0,"37,849"
Too Much Sleep,1997,"37,831",0,"37,831"
Derecho de familia,2006,"37,810",0,"37,810"
Granito,2011,"37,790",0,"37,790"
Mal de pierres,2016,"37,757",0,"37,757"
Wagner & Me,2010,"37,745",0,"37,745"
Archangel,1990,"33,308","4,371","37,679"
Rising from Ashes,2012,"37,673",0,"37,673"
78/52,2017,"37,664",0,"37,664"
Paul Williams Still Alive,2011,"37,649",0,"37,649"
Nun va Goldoon,1996,"37,598",0,"37,598"
Three Christs,2017,"37,576",0,"37,576"
En ganske snill mann,2010,"37,543",0,"37,543"
Adrenalin: Fear the Rush,1996,"37,536",0,"37,536"
Tying the Knot,2004,"37,464",0,"37,464"
Le rayon vert,1986,"37,455",0,"37,455"
Office Killer,1997,"37,446",0,"37,446"
Rudderless,2014,"37,440",0,"37,440"
Death by China,2012,"37,412",0,"37,412"
In Loco Parentis,2016,"37,381",0,"37,381"
Sennen joyû,2001,"37,285",0,"37,285"
Le petit voleur,1999,"37,280",0,"37,280"
"All Light, Everywhere",2021,"37,266",0,"37,266"
De storm,2009,0,"37,241","37,241"
Shadow Hours,2000,"37,221",0,"37,221"
NOW: In the Wings on a World Stage,2014,"37,200",0,"37,200"
La mafia uccide solo d'estate,2013,"37,134",0,"37,134"
Dadetown,1995,"37,092",0,"37,092"
Une vie,2016,"37,062",0,"37,062"
Before We Go,2014/I,"37,047",0,"37,047"
The Quiet One,2019,"37,012",0,"37,012"
Xiaohai bu ben,2002,0,"37,000","37,000"
Heart of Champions,2021,"37,000",0,"37,000"
Women,1999,"36,991",0,"36,991"
Zomerhitte,2008,0,"36,956","36,956"
Kurukshetra,2000,"36,889",0,"36,889"
Incident at Loch Ness,2004,"36,830",0,"36,830"
Benjamin Smoke,2000,"36,807",0,"36,807"
Felon,2008,"36,756",0,"36,756"
Savannah,2013,"36,746",0,"36,746"
L'ennui,1998,"36,666",0,"36,666"
"Fin août, début septembre",1998,"36,662",0,"36,662"
Der rote Baron,2008,"36,569",0,"36,569"
"Surfer, Dude",2008,"36,497",0,"36,497"
Our New President,2017,"36,382",0,"36,382"
Captain Spanky's Show Boat,1939,"36,263",0,"36,263"
Uncertainty,2008,"36,230",0,"36,230"
Refusenik,2007,"36,122",0,"36,122"
Bubot Niyar,2006,"36,089",0,"36,089"
Banlieue 13: Ultimatum,2009,"36,039",0,"36,039"
Whiteboyz,1999,"36,025",0,"36,025"
Welcome to Leith,2015,"36,010",0,"36,010"
Mozart and the Whale,2005,"36,006",0,"36,006"
Pavilion of Women,2001,"35,938",0,"35,938"
Deadfall Trail,2009,"35,855",0,"35,855"
Long Distance Revolutionary: A Journey with Mumia Abu-Jamal,2012,"35,806",0,"35,806"
Sightseers,2012,"35,722",0,"35,722"
Not Cool,2014/II,"35,688",0,"35,688"
After Freedom,2002,"35,639",0,"35,639"
Billy Liar,1963,"35,609",0,"35,609"
Fire in the Blood,2013,"35,600",0,"35,600"
Guy and Madeline on a Park Bench,2009,"35,556",0,"35,556"
Finders Keepers,2015/I,"35,555",0,"35,555"
Le grand rôle,2004,"35,555",0,"35,555"
The Event,2003,"35,518",0,"35,518"
Toque de lo Alto,2016,0,"35,500","35,500"
A Family Man,2016,0,"35,488","35,488"
Welcome to Woop Woop,1997,"35,471",0,"35,471"
Good Bad Boys,1940,"35,434",0,"35,434"
L'armée du crime,2009,"35,416",0,"35,416"
FBI,2020/MLK,"35,406",0,"35,406"
Dad for a Day,1939,"35,405",0,"35,405"
The Films of the Brothers Quay,1987,"35,275",0,"35,275"
"Kill Me, Deadly",2015,"35,225",0,"35,225"
Intrusos en Manasés,2008,0,"35,192","35,192"
Djinn,2008/I,"35,189",0,"35,189"
Snow White: A Tale of Terror,1997,0,"35,181","35,181"
Bloodfist III: Forced to Fight,1992,"35,154",0,"35,154"
L'homme de Rio,1964,"35,144",0,"35,144"
Fighting Words,2007,"35,081",0,"35,081"
A Street Cat Named Bob,2016,"35,070",0,"35,070"
Tai Chi Hero,2012,"35,067",0,"35,067"
La belle saison,2015,"35,034",0,"35,034"
Touchy Feely,2013,"35,022",0,"35,022"
Dancer,2016/II,"35,014",0,"35,014"
King Georges,2015,"35,006",0,"35,006"
Broken Horses,2015,"35,000",0,"35,000"
Hummingbird,2013/I,"34,956",0,"34,956"
Ober,2006,0,"34,912","34,912"
Late Bloomers,1996,"34,891",0,"34,891"
Underdogs,2013,"34,810",0,"34,810"
Bu san,2003,"34,720",0,"34,720"
A Table for One,1999,"34,700",0,"34,700"
The Year of the Yao,2004,"34,699",0,"34,699"
Comic-Con Episode IV: A Fan's Hope,2011,"34,665",0,"34,665"
Paul Goodman Changed My Life,2011,"34,605",0,"34,605"
Time Out for Lessons,1939,"34,572",0,"34,572"
Le jour se lève,1939,"34,570",0,"34,570"
Our City Dreams,2008,"34,557",0,"34,557"
This Ain't No Mouse Music,2013,"34,555",0,"34,555"
B. Monkey,1998,"34,524",0,"34,524"
A Decade Under the Influence,2003,"34,514",0,"34,514"
Boxing Gym,2010,"34,502",0,"34,502"
Slappy and the Stinkers,1998,"34,488",0,"34,488"
Gekijouban Tiger & Bunny: The Rising,2014,"34,471",0,"34,471"
Le refuge,2009,"34,422",0,"34,422"
La petite Lili,2003,"34,398",0,"34,398"
Filth,2013/I,"34,321",0,"34,321"
Eisenstein in Guanajuato,2015,"34,282",0,"34,282"
Martin & Orloff,2002,"34,222",0,"34,222"
Songs My Brothers Taught Me,2015,"34,195",0,"34,195"
Orchestra of Exiles,2012,"34,188",0,"34,188"
Censored Voices,2015,"34,151",0,"34,151"
Dave Made a Maze,2017,"34,117",0,"34,117"
Starred Up,2013,"34,100",0,"34,100"
The Forbidden Room,2015,"34,043",0,"34,043"
Mix,2004/I,0,"34,000","34,000"
Black Friday,2004,"34,000",0,"34,000"
The Amati Girls,2000,"33,902",0,"33,902"
The Death of Dick Long,2019,"33,856",0,"33,856"
Signs & Wonders,2000,"33,842",0,"33,842"
Die Story von Monty Spinnerratz,1997,"33,768",0,"33,768"
Been Rich All My Life,2006,"33,745",0,"33,745"
Cowboys & Angels,2003,"33,700",0,"33,700"
Waldo's Last Stand,1940,"33,675",0,"33,675"
"Sobibór, 14 octobre 1943, 16 heures",2001,"33,635",0,"33,635"
Big Sur,2013,"33,621",0,"33,621"
"I Love You, Don't Touch Me!",1997,"33,598",0,"33,598"
Rosszfiúk,2000,0,"33,570","33,570"
The Body,2001,"33,565",0,"33,565"
Digging to China,1997,"33,556",0,"33,556"
White Bird in a Blizzard,2014,"33,518",0,"33,518"
Comoara,2015,"33,508",0,"33,508"
Making the Boys,2011,"33,443",0,"33,443"
Far Out Isn't Far Enough: The Tomi Ungerer Story,2012,"33,428",0,"33,428"
The Children of Chabannes,1999,"33,413",0,"33,413"
Swimmers,2005,"33,382",0,"33,382"
Goin' Fishin',1940,"33,343",0,"33,343"
"En mai, fais ce qu'il te plaît",2015,"33,275",0,"33,275"
Mang jing,2003,"33,272",0,"33,272"
Big Bad Wolves,2013,"33,232",0,"33,232"
Shade,2003,"33,225",0,"33,225"
Seitti - kilvoittelijan päiväkirja,2009,"33,205",0,"33,205"
Le trou,1960,"33,187",0,"33,187"
Bloody Hell,2020,"33,170",0,"33,170"
Julian Po,1997,"33,148",0,"33,148"
Max et les ferrailleurs,1971,"33,065",0,"33,065"
Man of the Century,1999,"33,031",0,"33,031"
Ahead of Time: The Extraordinary Journey of Ruth Gruber,2009,"33,024",0,"33,024"
The Road to Freedom,2010/II,"33,000",0,"33,000"
Love Is All There Is,1996,"32,925",0,"32,925"
The Last Winter,2006,"32,921",0,"32,921"
The Intervention,2016/I,"32,919",0,"32,919"
Sokout,1998,"32,898",0,"32,898"
Gosanja: Dae-dong-yeo Ji-do,2016,"32,893",0,"32,893"
Queen & Country,2014,"32,869",0,"32,869"
Bert Stern: Original Madman,2011,"32,864",0,"32,864"
Lucky Them,2013,"32,853",0,"32,853"
Last Cab to Darwin,2015,"32,848",0,"32,848"
First Night,2010/I,0,"32,729","32,729"
Spoken Word,2009,"32,728",0,"32,728"
Meeting Resistance,2007,"32,724",0,"32,724"
L'âge d'or,1930,"32,712",0,"32,712"
Sisters in Law,2005,"32,631",0,"32,631"
The Duke of Burgundy,2014,"32,630",0,"32,630"
Of Time and the City,2008,"32,551",0,"32,551"
Canvas,2006,"32,525",0,"32,525"
The Hip Hop Project,2006,"32,520",0,"32,520"
I Give It a Year,2013,"32,514",0,"32,514"
The Pages,2018,"32,452",0,"32,452"
On connaît la chanson,1997,"32,443",0,"32,443"
No sabe no contesta,2002,0,"32,433","32,433"
Beyond a Reasonable Doubt,2009,"32,409",0,"32,409"
The Low Down,2000,"32,395",0,"32,395"
One More Saturday Night,1986,"32,279",0,"32,279"
Me & Isaac Newton,1999,"32,269",0,"32,269"
O Som ao Redor,2012,"32,240",0,"32,240"
Tiny Troubles,1939,"32,227",0,"32,227"
Oneului yeonae,2015,"32,211",0,"32,211"
Living in Emergency,2008,"32,208",0,"32,208"
Boesman and Lena,2000,"32,148",0,"32,148"
La Cucaracha,1998,"32,142",0,"32,142"
Equals,2015,"32,095",0,"32,095"
Beautiful,2009/I,0,"32,024","32,024"
Desolation Center,2018,"32,016",0,"32,016"
The Dhamma Brothers,2008,"32,000",0,"32,000"
Gemini,2017/I,0,"31,976","31,976"
Kiss the Bride,2007,"31,937",0,"31,937"
Reel Paradise,2005,"31,918",0,"31,918"
Villiljós,2001,0,"31,900","31,900"
Sacco and Vanzetti,2006,"31,894",0,"31,894"
Kiddie Kure,1940,"31,875",0,"31,875"
Octubre,2010,"31,870",0,"31,870"
Amira & Sam,2014,"31,849",0,"31,849"
13B: Fear Has a New Address,2009,"31,831",0,"31,831"
The Hero of Color City,2014,"31,826",0,"31,826"
A Rumor of Angels,2000,"31,817",0,"31,817"
Day Night Day Night,2006,"31,777",0,"31,777"
Running from Crazy,2013,"31,761",0,"31,761"
Ruang rak noi nid mahasan,2003,"31,747",0,"31,747"
Film socialisme,2010,"31,733",0,"31,733"
Falkens öga,1998,"31,673",0,"31,673"
Table No.21,2013,"31,658",0,"31,658"
Meet Monica Velour,2010,"31,649",0,"31,649"
Gift,2018,"31,588",0,"31,588"
The Tracey Fragments,2007,"31,576",0,"31,576"
"Out 1, noli me tangere",1971,"31,539",0,"31,539"
Uncovered: The War on Iraq,2004,"31,481",0,"31,481"
Musical Chairs,2011,"31,478",0,"31,478"
Homeless for the Holidays,2009,"31,477",0,"31,477"
Céline et Julie vont en bateau: Phantom Ladies Over Paris,1974,"31,452",0,"31,452"
Seven Minutes in Heaven,1985,"31,430",0,"31,430"
Abus de faiblesse,2013,"31,430",0,"31,430"
Helping Hands,1941,"31,409",0,"31,409"
Sidemen: Long Road to Glory,2016,"31,399",0,"31,399"
Autobiografia lui Nicolae Ceausescu,2010,"31,396",0,"31,396"
Whores' Glory,2011,"31,313",0,"31,313"
Song One,2014,"31,250",0,"31,250"
It Felt Like Love,2013,"31,173",0,"31,173"
"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'",2010,"31,135",0,"31,135"
7 Witches,2017,"31,100",0,"31,100"
Fightin' Fools,1941,"31,076",0,"31,076"
Lea,1996,"31,071",0,"31,071"
Dans ma peau,2002,"31,046",0,"31,046"
The Weekend,1999,"31,043",0,"31,043"
36 vues du Pic Saint Loup,2009,"31,005",0,"31,005"
Falling Overnight,2011,"31,000",0,"31,000"
Crooked Hearts,1991,"31,000",0,"31,000"
Phantom Boy,2015,"30,987",0,"30,987"
Cristo si è fermato a Eboli,1979,"30,978",0,"30,978"
Grey Gardens,1975,"30,966",0,"30,966"
Super Capers: The Origins of Ed and the Missing Bullion,2009,"30,955",0,"30,955"
À peine j'ouvre les yeux,2015,"30,924",0,"30,924"
Patti Smith: Dream of Life,2008,"30,918",0,"30,918"
Gangster No. 1,2000,"30,915",0,"30,915"
Al di là delle nuvole,1995,"30,890",0,"30,890"
Sans soleil,1983,"30,878",0,"30,878"
Small Town Murder Songs,2010,"30,858",0,"30,858"
Le chant des mariées,2008,"30,818",0,"30,818"
Ouwehoeren,2011,"30,810",0,"30,810"
Chooch,2003,"30,792",0,"30,792"
Risate di gioia,1960,"30,791",0,"30,791"
Clown Princes,1939,"30,747",0,"30,747"
A Field in England,2013,"30,716",0,"30,716"
Inxeba,2017,"30,678",0,"30,678"
The Hottest State,2006,"30,629",0,"30,629"
XX,2017,"30,611",0,"30,611"
Fighting for Life,2008,"30,606",0,"30,606"
Freebird... The Movie,1996,"30,549",0,"30,549"
Gang of Roses,2003,"30,497",0,"30,497"
The Bay,2012/II,"30,474",0,"30,474"
The Power of Few,2013,"30,444",0,"30,444"
Praise,1998,"30,432",0,"30,432"
Hit So Hard,2011,"30,402",0,"30,402"
Rock & Rule,1983,"30,379",0,"30,379"
Sophie and the Rising Sun,2016,"30,348",0,"30,348"
Familiar Strangers,2008,"30,341",0,"30,341"
Walking on Dead Fish,2008,"30,328",0,"30,328"
Komikku zasshi nanka iranai!,1986,"30,324",0,"30,324"
Happy Christmas,2014,"30,312",0,"30,312"
Buried: The 1982 Alpine Meadows Avalanche,2021,"30,310",0,"30,310"
Keane,2004,"30,303",0,"30,303"
Pyaar Ke Side Effects,2006,"30,230",0,"30,230"
Free Enterprise,1998,"30,229",0,"30,229"
Dancing at the Blue Iguana,2000,"30,181",0,"30,181"
American Teacher,2011,"30,150",0,"30,150"
Khodorkovsky,2011,"30,144",0,"30,144"
The Departure,2017/I,"23,100","7,044","30,144"
Mænd & høns,2015,"30,127",0,"30,127"
The Seventh Fire,2015,"30,112",0,"30,112"
Desde allá,2015,"30,108",0,"30,108"
Mr. X,2015,"30,097",0,"30,097"
Powidoki,2016,"30,093",0,"30,093"
Dark Matter,2007/I,"30,041",0,"30,041"
Outlaw Justice,2009,0,"30,000","30,000"
My Father's Will,2009,"29,980",0,"29,980"
Ghost Town: The Movie,2007,"29,956",0,"29,956"
Four Friends,1981,"29,881",0,"29,881"
Hermano,2010,"29,828",0,"29,828"
O.C. and Stiggs,1985,"29,815",0,"29,815"
Hats Off,2008,"29,759",0,"29,759"
El Club,2015,"29,756",0,"29,756"
Máncora,2008,"29,697",0,"29,697"
Berlin,2007,"29,692",0,"29,692"
Loverboy,2005,"29,690",0,"29,690"
Der Vampir auf der Couch,2014,"29,610",0,"29,610"
A Year in Mooring,2011,"29,604",0,"29,604"
A Fierce Green Fire,2012,"29,570",0,"29,570"
The Dog Wedding,2015,"29,495",0,"29,495"
Paulette,2012,"29,494",0,"29,494"
Romántico,2005,"29,460",0,"29,460"
Testosterone,2003,"29,452",0,"29,452"
Baby Blues,1941,"29,450",0,"29,450"
Olympic Dreams,2019,"29,450",0,"29,450"
In Pursuit of Silence,2015,"29,440",0,"29,440"
La historia oficial,1985,"29,426",0,"29,426"
Bubbling Troubles,1940,"29,426",0,"29,426"
Wonderful Days,2003,"29,425",0,"29,425"
Gypsy 83,2001,"29,367",0,"29,367"
Freaked,1993,"29,296",0,"29,296"
Lemon,2017,"29,258",0,"29,258"
Little Fish,2005,"29,236",0,"29,236"
Time to Choose,2015,"29,233",0,"29,233"
Runoff,2014,"29,227",0,"29,227"
Settlers,2000,"29,183",0,"29,183"
Streetballers,2009,"29,165",0,"29,165"
180° South,2010,"29,084",0,"29,084"
The Trouble with Barry,2013,"29,058",0,"29,058"
Her Cry: La Llorona Investigation,2013,"29,000",0,"29,000"
A Long Way Off,2014,"28,951",0,"28,951"
Multiple Sarcasms,2010,"28,943",0,"28,943"
Gang,2000,"28,915",0,"28,915"
Or,2004,"28,894",0,"28,894"
Kuai Shou Qiang Shou Kuai Qiang Shou,2016,"28,892",0,"28,892"
M,1931,"28,877",0,"28,877"
Princesas,2005,"28,866",0,"28,866"
Teknolust,2002,"28,811",0,"28,811"
Deux de la Vague,2010,"28,808",0,"28,808"
Kim-jong-wook-chat-gi,2010,0,"28,807","28,807"
Saint Misbehavin': The Wavy Gravy Movie,2009,"28,772",0,"28,772"
Lebedyne ozero. Zona,1990,"28,769",0,"28,769"
Hearts and Minds,1974,"28,754",0,"28,754"
Le fils de Joseph,2016,"28,753",0,"28,753"
Wedding Worries,1941,"28,696",0,"28,696"
El cielo dividido,2006,"28,683",0,"28,683"
Chik loh go yeung,1992,"28,676",0,"28,676"
Adanggaman,2000,"28,664",0,"28,664"
