name,year,Domestic Gross,Overseas Gross,Worldwide Gross
The Filth and the Fury,2000,"606,643",0,"606,643"
Maria Larssons eviga ögonblick,2008,"606,126",0,"606,126"
Seberg,2019,"448,009","157,818","605,827"
Joan the Woman,1916,"605,731",0,"605,731"
Blue Collar Comedy Tour: The Movie,2003,"604,856",0,"604,856"
Modern Girls,1986,"604,849",0,"604,849"
Tatie Danielle,1990,"604,624",0,"604,624"
Da,1988,"604,532",0,"604,532"
Shekvarebuli kulinaris ataserti retsepti,1996,"603,957",0,"603,957"
Mean Creek,2004,"603,951",0,"603,951"
Sage femme,2017,"603,582",0,"603,582"
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2006,"603,564",0,"603,564"
The Holy Land,2001,"603,520",0,"603,520"
La fille de Monaco,2008,"601,923",0,"601,923"
Knights of the City,1986,"601,451",0,"601,451"
Jaane Tu... Ya Jaane Na,2008,"600,922",0,"600,922"
The Signal,2014,"600,896",0,"600,896"
Chung Hing sam lam,1994,"600,200",0,"600,200"
Invitation to the Dance,1956,"600,000",0,"600,000"
Being at Home with Claude,1992,"600,000",0,"600,000"
I Used to Love Her,2008,"600,000",0,"600,000"
Gentleman,2016,"599,906",0,"599,906"
Swept Away,2002,"598,645",0,"598,645"
The Signal,2007,"597,420",0,"597,420"
The Disappearance of Eleanor Rigby: Them,2014,"587,152","9,920","597,072"
Il giardino dei Finzi Contini,1970,"596,694",0,"596,694"
Fobos. Klub strakha,2010,0,"596,000","596,000"
Ma-seu-teo,2016,"595,649",0,"595,649"
Where the Rivers Flow North,1993,"595,505",0,"595,505"
"Lo and Behold, Reveries of the Connected World",2016,"594,912",0,"594,912"
Road Scholar,1993,"594,768",0,"594,768"
Schultze Gets the Blues,2003,"594,115",0,"594,115"
Wuthering Heights,1939,"593,914",0,"593,914"
Heroine,2012,"593,344",0,"593,344"
Doua lozuri,2016,0,"593,000","593,000"
Two Much,1996,"592,871",0,"592,871"
Star Maps,1997,"592,573",0,"592,573"
Tarnation,2003,"592,014",0,"592,014"
Night of the Creeps,1986,"591,366",0,"591,366"
Bethany Hamilton: Unstoppable,2018,"590,671",0,"590,671"
Mary Kom,2014,"590,165",0,"590,165"
Maradona by Kusturica,2008,0,"589,265","589,265"
Powaqqatsi,1988,"589,244",0,"589,244"
Yi ge dou bu neng shao,1999,"589,114",0,"589,114"
Se ying diu sau,1978,0,"588,858","588,858"
Phir Bhi Dil Hai Hindustani,2000,"588,606",0,"588,606"
The Marauders,1955,"551,000","37,000","588,000"
Heroes,2008,"587,206",0,"587,206"
To the Wonder,2012,"586,293",0,"586,293"
Wazir,2016/I,"586,028",0,"586,028"
Mifunes sidste sang,1999,"585,016",0,"585,016"
Mirakel,2000,0,"584,092","584,092"
The Inner Circle,1991,"583,979",0,"583,979"
Undefeated,2011,"562,218","21,626","583,844"
Oviri,1986,"583,800",0,"583,800"
Gleason,2016,"583,664",0,"583,664"
Kôkaku Kidôtai,1995,"515,905","67,488","583,393"
Panga,2020,"582,720",0,"582,720"
Shaadi Ke Side Effects,2014,"582,672",0,"582,672"
The Pope Must Die,1991,"582,510",0,"582,510"
Orgazmo,1997,"582,024",0,"582,024"
The Opportunists,2000,"581,142",0,"581,142"
"War, Inc.",2008,"580,862",0,"580,862"
The Long Voyage Home,1940,"580,129",0,"580,129"
Seymour: An Introduction,2014,"580,000",0,"580,000"
Love Serenade,1996,"579,337",0,"579,337"
Detective Byomkesh Bakshy!,2015,"579,055",0,"579,055"
All Good Things,2010,"578,382",0,"578,382"
Tibet: Cry of the Snow Lion,2002,"577,841",0,"577,841"
Overexposed,1990,"577,701",0,"577,701"
Dhobi Ghat,2010,"576,639",0,"576,639"
Salinger,2013,"575,775",0,"575,775"
Werewolves Within,2021,"575,155",0,"575,155"
Le confessionnal,1995,"575,001",0,"575,001"
House,2008,"574,940",0,"574,940"
Johnny Stecchino,1991,"574,392",0,"574,392"
Household Saints,1993,"574,152",0,"574,152"
Rosalie Goes Shopping,1989,"574,080",0,"574,080"
Bar Girls,1994,"573,953",0,"573,953"
Wild Orchid II: Two Shades of Blue,1991,"573,904",0,"573,904"
The Public,2018,"573,503",0,"573,503"
Klimt,2006,"97,656","475,711","573,367"
I Spit on Your Grave,2010,"93,051","479,758","572,809"
Deceiver,1997,"572,433",0,"572,433"
A Tale of Love and Darkness,2015,"572,212",0,"572,212"
Ji yi da shi,2017,"570,992",0,"570,992"
Die Unsichtbaren,2017,"408,110","162,865","570,975"
Karlik Nos,2003,0,"569,837","569,837"
Tommy's Honour,2016,"569,306",0,"569,306"
Joni 75: A Birthday Celebration,2019,"568,772",0,"568,772"
Down in the Valley,2005,"568,695",0,"568,695"
Tunnel,2016,"568,691",0,"568,691"
The Future,2011,"568,366",0,"568,366"
Etz Limon,2008,"566,052",0,"566,052"
Vidocq,2001,0,"565,693","565,693"
"Dancer, Texas Pop. 81",1998,"565,592",0,"565,592"
The Ballad of Little Jo,1993,"543,091","22,439","565,530"
Me Myself I,1999,"565,193",0,"565,193"
Touch of Pink,2004,"564,535",0,"564,535"
Dum Maaro Dum,2011,"563,699",0,"563,699"
The Fluffer,2001,"563,373",0,"563,373"
Nobody's Fool,1986,"563,358",0,"563,358"
Polish Wedding,1998,"563,143",0,"563,143"
Steel Dawn,1987,"562,187",0,"562,187"
Poolhall Junkies,2002,"562,059",0,"562,059"
Rich Girl,1991,"561,000",0,"561,000"
Jimmy's Hall,2014,"560,341",0,"560,341"
Harry & Snowman,2015,"560,270",0,"560,270"
The Weather Underground,2002,"560,199",0,"560,199"
Tamara Drewe,2010,"560,101",0,"560,101"
Bottle Rocket,1996,"560,069",0,"560,069"
House of Good and Evil,2013,"560,000",0,"560,000"
Knight of Cups,2015,"558,402",0,"558,402"
También la lluvia,2010,"558,342",0,"558,342"
George and the Dragon,2004,0,"557,910","557,910"
Bitter Harvest,2017,"557,241",0,"557,241"
Monsieur Beaucaire,1924,"556,826",0,"556,826"
"Visages, villages",2017,"556,643",0,"556,643"
Charley's Aunt,1925,"556,529",0,"556,529"
Saturday's Warrior,2016,"556,403",0,"556,403"
Lizzie,1957,"280,000","275,000","555,000"
A Little Chaos,2014,"554,640",0,"554,640"
The Innocent,1993,"553,454",0,"553,454"
Palindromes,2004,"553,368",0,"553,368"
Akira,1988,"553,171",0,"553,171"
American Violet,2008,"552,933",0,"552,933"
Italyanets,2005,"552,546",0,"552,546"
L'instinct de mort,2008,"551,660",0,"551,660"
Twelfth Night or What You Will,1996,"551,545",0,"551,545"
Grosse fatigue,1994,"551,359",0,"551,359"
Eldorado,1995,"550,000",0,"550,000"
Church,2010,"550,000",0,"550,000"
Kid Glove Killer,1942,"336,000","214,000","550,000"
Dolores,2017/I,"549,671",0,"549,671"
The Lost Medallion: The Adventures of Billy Stone,2013,"549,632",0,"549,632"
La Nana,2009,"549,530",0,"549,530"
Ondine,2009,"548,934",0,"548,934"
Reprise,2006,"548,811",0,"548,811"
From Mexico with Love,2009,"548,775",0,"548,775"
All the Real Girls,2003,"548,712",0,"548,712"
Amazon Women on the Moon,1987,"548,696",0,"548,696"
The Final Cut,2004,"548,039",0,"548,039"
The Lost World,1925,"547,913",0,"547,913"
Novitiate,2017,"547,635",0,"547,635"
Beyond the Reef,1979,"547,525",0,"547,525"
Manderlay,2005,"78,378","469,101","547,479"
Madeo,2009,"547,292",0,"547,292"
Diavolo in corpo,1986,"546,904",0,"546,904"
The Unbelievable Truth,1989,"546,541",0,"546,541"
Love & Sex,2000,"546,287",0,"546,287"
Dernier amour,2019,"8,565","536,757","545,322"
A Map of the World,1999,"544,538",0,"544,538"
Malcolm,1986,"544,472",0,"544,472"
Décalage horaire,2002,"544,434",0,"544,434"
American Pastoral,2016,"544,098",0,"544,098"
Fiddler: A Miracle of Miracles,2019,"543,330",0,"543,330"
Double Dhamaal,2011,"543,322",0,"543,322"
Carlston za Ognjenku,2008,0,"543,311","543,311"
Single Action,1998,"543,000",0,"543,000"
Oorlogswinter,2008,"542,860",0,"542,860"
Joshua Then and Now,1985,"542,420",0,"542,420"
Khatta Meetha,2010,"541,904",0,"541,904"
La finestra di fronte,2003,"541,682",0,"541,682"
Strike It Rich,1990,"541,626",0,"541,626"
The Art of the Steal,2009,"541,027",0,"541,027"
Les temps qui changent,2004,"540,400",0,"540,400"
The Age of Shadows,2016,"540,268",0,"540,268"
Nobel Son,2007,"540,183",0,"540,183"
Romance & Cigarettes,2005,"540,085",0,"540,085"
The Assignment,1997,"540,063",0,"540,063"
Refugee,2000,"540,000",0,"540,000"
Buster,1988,"540,000",0,"540,000"
"Peace, Love & Misunderstanding",2011,"539,896",0,"539,896"
"Confess, Fletch",2022,"538,842",0,"538,842"
Jack Goes Boating,2010,"538,808",0,"538,808"
Tom & Viv,1994,"538,534",0,"538,534"
On Any Sunday: The Next Chapter,2014,"538,509",0,"538,509"
The Search for Signs of Inteligent Life in the Universe,1991,"538,216",0,"538,216"
Followed,2020,"538,179",0,"538,179"
Parting Glances,1986,"537,681",0,"537,681"
Kids in America,2005,"537,667",0,"537,667"
Swimming Pool - Der Tod feiert mit,2001,0,"537,225","537,225"
Whispers: An Elephant's Tale,2000,"537,000",0,"537,000"
Passionada,2002,"536,906",0,"536,906"
Incident at Oglala,1992,"536,848",0,"536,848"
20 Dates,1998,"536,767",0,"536,767"
Pick of the Litter,2018,"536,617",0,"536,617"
Eddie and the Cruisers II: Eddie Lives!,1989,"536,508",0,"536,508"
Pather Panchali,1955,"536,364",0,"536,364"
Underneath,1995,"536,023",0,"536,023"
Un baiser s'il vous plaît,2007,"535,428",0,"535,428"
The Virginity Hit,2010,"535,249",0,"535,249"
River of Death,1989,"535,031",0,"535,031"
En la ciudad sin límites,2002,0,"535,000","535,000"
Cattle Annie and Little Britches,1981,"534,816",0,"534,816"
The Squaw Man,1914,"533,446",0,"533,446"
Amores locos,2009,0,"533,412","533,412"
The Punisher,1989,0,"533,411","533,411"
Masked and Anonymous,2003,"533,344",0,"533,344"
Freeheld,2015,"532,988",0,"532,988"
Hangin' with the Homeboys,1991,"532,933",0,"532,933"
Brigsby Bear,2017,"532,669",0,"532,669"
Funny Bones,1995,"532,268",0,"532,268"
Noah's Arc: Jumping the Broom,2008,"532,244",0,"532,244"
Prefontaine,1997,"532,190",0,"532,190"
Et maintenant on va où?,2011,"531,813",0,"531,813"
Standing Ovation,2010,"531,806",0,"531,806"
La danse,2009,"531,762",0,"531,762"
Kajillionaire,2020,"531,430",0,"531,430"
Sex Is...,1993,"530,833",0,"530,833"
"Sex, Drugs, Rock & Roll",1991,"530,392",0,"530,392"
Mademoiselle Chambon,2009,"530,369",0,"530,369"
Things to Do in Denver When You're Dead,1995,"529,766",0,"529,766"
Casa de Areia,2005,"529,323",0,"529,323"
Highway,2014/I,"529,136",0,"529,136"
Crime d'amour,2010,"529,103",0,"529,103"
Earth,1998,"528,972",0,"528,972"
Long Weekend,2021,"528,438",0,"528,438"
Le mépris,1963,"528,428",0,"528,428"
Cuba,1979,"527,540",0,"527,540"
A Great Day in Harlem,1994,"527,274",0,"527,274"
The First Monday in May,2016,"527,258",0,"527,258"
Max,2002/I,"527,019",0,"527,019"
Lady Killers,2003,"527,000",0,"527,000"
Scandalous,1984,"526,805",0,"526,805"
Being Flynn,2012,"526,322",0,"526,322"
Bread and Roses,2000,"525,738",0,"525,738"
Margaret's Museum,1995,"524,963",0,"524,963"
Proof,1991,"524,668",0,"524,668"
The Lonely Passion of Judith Hearne,1987,"523,091",0,"523,091"
The Road to Yesterday,1925,"522,666",0,"522,666"
Alamo Bay,1985,"380,970","141,117","522,087"
Little Big Horn,1951,"521,260",0,"521,260"
Trouble the Water,2008,"519,981",0,"519,981"
Man on Fire,1987,"519,596",0,"519,596"
The Reluctant Fundamentalist,2012,"519,535",0,"519,535"
Wild Nights with Emily,2018,"519,487",0,"519,487"
"Thelonious Monk: Straight, No Chaser",1988,"518,918",0,"518,918"
Mishima: A Life in Four Chapters,1985,"437,547","81,295","518,842"
Federal Hill,1994,"518,663",0,"518,663"
Dom Hemingway,2013,"518,134",0,"518,134"
The Grey Zone,2001,"517,872",0,"517,872"
Listen to Me Marlon,2015,"426,130","91,663","517,793"
Grand Central Murder,1942,"297,000","220,000","517,000"
Homo Faber,1991,"516,517",0,"516,517"
Hachi-gatsu no rapusodî,1991,"516,431",0,"516,431"
Boys,1996,"516,350",0,"516,350"
A Guide to Recognizing Your Saints,2006,"516,139",0,"516,139"
The Trials of Henry Kissinger,2002,"515,678",0,"515,678"
Finding Fanny,2014,"515,393",0,"515,393"
Code Name: Emerald,1985,"515,029",0,"515,029"
Felicidades,2000,0,"514,981","514,981"
Raw,2016/II,"514,870",0,"514,870"
Preacher's Kid,2010,"514,522",0,"514,522"
The Big Ugly,2020,"514,107",0,"514,107"
Little Hercules in 3-D,2009,0,"513,722","513,722"
Amy's Orgasm,2001,"513,572",0,"513,572"
Human Flow,2017,"513,012",0,"513,012"
The Girl Next Door,1999,"512,995",0,"512,995"
Le nom des gens,2010,"512,668",0,"512,668"
Big Eden,2000,"512,451",0,"512,451"
Safe,1995,"512,245",0,"512,245"
Delgo,2008,"511,920",0,"511,920"
The One I Love,2014,"511,635",0,"511,635"
Unsullied,2014,"510,957",0,"510,957"
The Tall Guy,1989,"510,712",0,"510,712"
Jaan-E-Mann: Let's Fall in Love... Again,2006,"510,000",0,"510,000"
Radio City Revels,1938,"510,000",0,"510,000"
The Cock-Eyed World,1929,"509,185",0,"509,185"
Madison,2001,"508,867",0,"508,867"
Tracks,2013/I,"508,806",0,"508,806"
Grave,2016/II,"508,425",0,"508,425"
Fitoor,2016,"506,806",0,"506,806"
The Two Faces of January,2014,"506,067",0,"506,067"
Manna from Heaven,2002,"505,675",0,"505,675"
Waar is het paard van Sinterklaas?,2007,0,"505,541","505,541"
Travellers and Magicians,2003,"505,295",0,"505,295"
Shut Up and Play the Hits,2012,"505,154",0,"505,154"
Pound Puppies and the Legend of Big Paw,1988,"504,636",0,"504,636"
Los amantes del Círculo Polar,1998,"504,223",0,"504,223"
Besharam,2013,"504,000",0,"504,000"
Gin gwai,2002,"503,714",0,"503,714"
Manny & Lo,1996,"502,313",0,"502,313"
Dream Lover,1986,"502,237",0,"502,237"
The Forgotten Carols,2020,"502,219",0,"502,219"
Vozvrashchenie,2003,"502,028",0,"502,028"
Cube,1997,"501,818",0,"501,818"
Scatter My Ashes at Bergdorf's,2013,"501,625",0,"501,625"
Back in the U.S.S.R.,1992,"501,036",0,"501,036"
Big Brother Trouble,2000,"500,976",0,"500,976"
Traveller,1997,"500,649",0,"500,649"
The Killing Time,1987,"500,283",0,"500,283"
Echelon Conspiracy,2009,"500,154",0,"500,154"
Monsters and Men,2018,"500,101",0,"500,101"
Westward Ho,1935,"500,000",0,"500,000"
"""Bad Game Sunday!""",2015,"500,000",0,"500,000"
Flying Saucer Rock 'N' Roll,2006,"500,000",0,"500,000"
Hardware Wars,1978,"500,000",0,"500,000"
Borsalino,1970,"500,000",0,"500,000"
Madam Satan,1930,"500,000",0,"500,000"
Sora no daikaijû Radon,1956,"500,000",0,"500,000"
Ivansxtc,2000,"47,027","452,973","500,000"
A Polish Vampire in Burbank,1983,"500,000",0,"500,000"
Mi verano con Amanda 3,2013,0,"500,000","500,000"
Tawipop,2004,0,"500,000","500,000"
Not Tonight Henry,1960,"500,000",0,"500,000"
Veer,2010,"499,685",0,"499,685"
Peggy Guggenheim: Art Addict,2015,"498,428",0,"498,428"
La Femme Vampir,2009,0,"498,000","498,000"
Ava,2020,"497,747",0,"497,747"
Bride Flight,2008,"497,252",0,"497,252"
Romola,1924,"497,234",0,"497,234"
The Five Senses,1999,"497,091",0,"497,091"
Marguerite,2015,"496,161",0,"496,161"
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,"495,318",0,"495,318"
Romuald et Juliette,1989,"495,063",0,"495,063"
Steve Jobs: The Man in the Machine,2015,"494,461",0,"494,461"
The Grass Harp,1995,"493,007",0,"493,007"
Hands on a Hardbody: The Documentary,1997,"492,876",0,"492,876"
Jack's Back,1988,"492,519",0,"492,519"
Jackals,1986,"492,367",0,"492,367"
Comment faire l'amour avec un nègre sans se fatiguer,1989,"491,193",0,"491,193"
Tape,2001,"490,475",0,"490,475"
Breathe,2017/I,"490,131",0,"490,131"
Commandments,1997,"488,419",0,"488,419"
Bonneville,2006,"488,393",0,"488,393"
L'argent de poche,1976,"38,296","449,797","488,093"
Kiss Me a Killer,1991,"487,632",0,"487,632"
The Inevitable Defeat of Mister & Pete,2013,"487,348",0,"487,348"
Krazzy 4,2008,"487,215",0,"487,215"
September,1987,"486,434",0,"486,434"
Paranoid Park,2007,"486,021",0,"486,021"
Meet the Applegates,1990,"485,772",0,"485,772"
Once Upon a Time,2017/I,"485,728",0,"485,728"
Ai Weiwei: Never Sorry,2012,"485,519",0,"485,519"
23 Blast,2014,"485,128",0,"485,128"
Deli Man,2014,"484,000",0,"484,000"
Castaway,1986,"483,460",0,"483,460"
Tale of the Mummy,1998,0,"483,041","483,041"
The Black Panthers: Vanguard of the Revolution,2015,"482,396",0,"482,396"
God's Country,2022,"482,392",0,"482,392"
Les égarés,2003,"482,357",0,"482,357"
Somewhere Only We Know,2008,"482,013",0,"482,013"
100 Feet,2008,0,"481,671","481,671"
Habemus Papam,2011,"480,926",0,"480,926"
For the Love of Money,2021,"480,774",0,"480,774"
Little Ashes,2008,"480,339",0,"480,339"
Loco cielo de Abril,2014,0,"480,334","480,334"
DOA: Dead or Alive,2006,"480,314",0,"480,314"
Attack of the 50 Foot Woman,1958,"480,000",0,"480,000"
Comedian Harmonists,1997,"479,828",0,"479,828"
Kismat Konnection,2008,"479,759",0,"479,759"
Crossing the Bridge,1992,"479,676",0,"479,676"
Just Another Girl on the I.R.T.,1992,"479,169",0,"479,169"
The Second Jungle Book: Mowgli & Baloo,1997,"479,099",0,"479,099"
Nine Lives,2005,"478,645",0,"478,645"
Brotherly Love,2015/III,"478,595",0,"478,595"
Joueuse,2009,"478,572",0,"478,572"
Joshua,2007,"478,492",0,"478,492"
Love Wrecked,2005,"478,070",0,"478,070"
Still Crazy,1998,"477,903",0,"477,903"
Place Vendôme,1998,"477,425",0,"477,425"
Der Baader Meinhof Komplex,2008,"476,270",0,"476,270"
Enemies of Women,1923,"476,080",0,"476,080"
Broken English,1996,"476,070",0,"476,070"
Casa de los babys,2003,"475,940",0,"475,940"
Gongjo,2017,"475,618",0,"475,618"
National Champions,2021,"475,488",0,"475,488"
Beer League,2006,"475,000",0,"475,000"
Plunkett & Macleane,1999,"474,900",0,"474,900"
Badkonake sefid,1995,"474,047",0,"474,047"
Aaja Nachle,2007,"473,806",0,"473,806"
Caro diario,1993,"472,598",0,"472,598"
Party Girl,1995,"472,370",0,"472,370"
Fast Food,1989,"472,340",0,"472,340"
Mac,1992,"471,120",0,"471,120"
The Run of the Country,1995,"470,768",0,"470,768"
JCVD,2008,"470,691",0,"470,691"
Secrets,1924,"470,454",0,"470,454"
The Last September,1999,"469,974",0,"469,974"
A Pyromaniac's Love Story,1995,"468,240",0,"468,240"
Phillauri,2017,"467,702",0,"467,702"
Judy Berlin,1999,"467,313",0,"467,313"
The Flat,2011,"467,022",0,"467,022"
Submarine,2010,"466,702",0,"466,702"
Apprentice to Murder,1988,"466,369",0,"466,369"
Last Days in Vietnam,2014,"466,114",0,"466,114"
Kissed,1996,"465,417",0,"465,417"
The Great White Way,1924,"465,365",0,"465,365"
Church Ball,2006,"464,991",0,"464,991"
Leokki,2016,"464,715",0,"464,715"
Dream with the Fishes,1997,"464,655",0,"464,655"
The Browning Version,1994,"464,423",0,"464,423"
Dorothy Vernon of Haddon Hall,1924,"464,418",0,"464,418"
Blue Car,2002,"464,126",0,"464,126"
Slaves of New York,1989,"463,972",0,"463,972"
The Last Shot,2004,"463,730",0,"463,730"
Dillagi,1999,"463,159",0,"463,159"
A Summer Story,1988,"462,813",0,"462,813"
Romeo & Juliet: Sealed with a Kiss,2005,"462,689",0,"462,689"
Thank You,2011/I,"462,609",0,"462,609"
Pacto de brujas,2003,0,"462,333","462,333"
Buscando un sueño,1997,"461,661",0,"461,661"
Umimachi Diary,2015,"461,263",0,"461,263"
Profesionalac,2003,0,"460,761","460,761"
Walk Like a Man,1987,"460,608",0,"460,608"
Grapes on a Vine,2008,"459,827",0,"459,827"
The House on Carroll Street,1988,"459,824",0,"459,824"
Christmas Jars,2019,"459,466",0,"459,466"
Le voyage du ballon rouge,2007,"459,364",0,"459,364"
The Stone Angel,2007,"459,166",0,"459,166"
The Shrimp on the Barbie,1990,"458,996",0,"458,996"
Mutafukaz,2017,"226,548","232,301","458,849"
The Myth of Fingerprints,1997,"458,815",0,"458,815"
Lucie Aubrac,1997,"458,557",0,"458,557"
Sinsegye,2013,"457,806",0,"457,806"
Dear Comrade,2019,"457,000",0,"457,000"
Killer of Sheep,1978,"404,508","51,951","456,459"
Mùa hè chieu thang dung,2000,"456,387",0,"456,387"
McBain,1991,"456,127",0,"456,127"
Chui lung,2017,"455,493",0,"455,493"
Weekend,2011/II,"455,459",0,"455,459"
Une femme de ménage,2002,"455,026",0,"455,026"
Pearl Jam Twenty,2011,"454,784",0,"454,784"
La promesse,1996,"454,720",0,"454,720"
Last Days,2005,"454,711",0,"454,711"
Suriyothai,2001,"454,255",0,"454,255"
Crossing Over,2009,"454,149",0,"454,149"
Rain,2001/III,"453,517",0,"453,517"
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009,"453,483",0,"453,483"
The Extra Man,2010,"453,079",0,"453,079"
Relax... It's Just Sex,1998,"452,654",0,"452,654"
Na ge bu gou,1999,0,"452,000","452,000"
Full Moon in Blue Water,1988,"450,726",0,"450,726"
Dnevnoy dozor,2006,"450,686",0,"450,686"
Schpaaa,1998,0,"450,552","450,552"
White Star,1983,"450,000",0,"450,000"
Walking the Camino: Six Ways to Santiago,2013,"450,000",0,"450,000"
Side Out,1990,"449,868",0,"449,868"
Circumstance,2011,"449,759",0,"449,759"
Ich bin dein Mensch,2021,"275,158","174,570","449,728"
Die Macht der Bilder: Leni Riefenstahl,1993,"449,707",0,"449,707"
Pettson och Findus - Kattonauten,2000,0,"449,666","449,666"
The Damned United,2009,"449,558",0,"449,558"
Shingeki no kyojin,2015,"449,523",0,"449,523"
Lockdown,2000,"449,482",0,"449,482"
L'emploi du temps,2001,"448,375",0,"448,375"
American Cyborg: Steel Warrior,1993,"447,784",0,"447,784"
Brother,2000/I,"447,750",0,"447,750"
Zan men jie hun ba,2015,"447,648",0,"447,648"
Félix et Meira,2014,"447,353",0,"447,353"
"""Dekalog""",1989,"447,093",0,"447,093"
The Triumph of Love,2001,"446,942",0,"446,942"
Nadja,1994,"446,934",0,"446,934"
Why Worry?,1923,"446,863",0,"446,863"
Bakemono no ko,2015,"446,142",0,"446,142"
Callas Forever,2002,"445,996",0,"445,996"
I Am Trying to Break Your Heart,2002,"445,521",0,"445,521"
Wiener-Dog,2016,"445,392",0,"445,392"
Jibeuro,2002,"444,931",0,"444,931"
The Whoopee Boys,1986,"444,746",0,"444,746"
The Heart of the Game,2005,"444,687",0,"444,687"
Clockwatchers,1997,"444,354",0,"444,354"
Upstream Color,2013,"444,098",0,"444,098"
The Rainbow,1989,"444,055",0,"444,055"
Song to Song,2017,"443,684",0,"443,684"
A Month in the Country,1987,"443,524",0,"443,524"
It's All About Love,2003,"6,140","437,260","443,400"
Merci pour le chocolat,2000,"443,238",0,"443,238"
The Last Supper,1995/I,"442,965",0,"442,965"
La domenica specialmente,1991,"442,676",0,"442,676"
The Hammer,2007,"442,638",0,"442,638"
The Beautiful Country,2004,"442,612",0,"442,612"
As You Like It,2006,0,"442,544","442,544"
Dishoom,2016,"442,299",0,"442,299"
"'night, Mother",1986,"441,863",0,"441,863"
Kurt & Courtney,1998,"441,808",0,"441,808"
Paria,2000,"441,496",0,"441,496"
Teen Spirit,2018,"441,366",0,"441,366"
No One Killed Jessica,2011,"440,525",0,"440,525"
On the Edge,1986,"440,438",0,"440,438"
When the Road Bends... Tales of a Gypsy Caravan,2006,"440,357",0,"440,357"
Laggies,2014,"440,338",0,"440,338"
Gimme Danger,2016,"439,748",0,"439,748"
Forgive Me Father,2001,"438,906",0,"438,906"
Don't Come Knocking,2005,"438,732",0,"438,732"
Idiocracy,2006,"438,653",0,"438,653"
Une affaire de femmes,1988,"438,483",0,"438,483"
